component,season,game_id,team,adapter_prediction,saved_prediction
market,2025,401762844,Buffalo,0.452438234395688,0.4524382343956963
market,2025,401762849,Buffalo,-0.37257656439470427,-0.372576564394692
market,2025,401762858,Buffalo,0.09421515269880512,0.094215152698795
market,2025,401762865,Buffalo,0.045183525554573764,0.0451835255545808
market,2025,401762870,Buffalo,-0.5170198883832248,-0.517019888383222
market,2025,401752840,California,0.23802777552203397,0.2380277755220438
market,2025,401754540,California,1.1039679746747075,1.1039679746747126
market,2025,401754544,California,-0.5760976147053809,-0.5760976147053717
market,2025,401754551,California,-0.3287047604711368,-0.3287047604711554
market,2025,401754371,California,0.23549808087745722,0.2354980808774678
market,2025,401754372,California,-0.6329160499410997,-0.6329160499411025
market,2025,401754576,California,-0.38749792261495813,-0.3874979226149637
market,2025,401754585,California,-1.236289051395797,-1.2362890513958202
market,2025,401754599,California,0.4745806347252688,0.474580634725267
market,2025,401754609,California,-0.9685310015954669,-0.9685310015954636
market,2025,401754529,Central Michigan,-0.850471218873311,-0.8504712188733086
market,2025,401752839,Central Michigan,-1.3520131222108445,-1.3520131222108345
market,2025,401762826,Central Michigan,0.011518317681083086,0.0115183176811164
market,2025,401762829,Central Michigan,0.319342133019324,0.3193421330193313
market,2025,401762839,Central Michigan,-0.34338537294848726,-0.3433853729484684
market,2025,401762847,Central Michigan,1.1690688033354062,1.1690688033354273
market,2025,401762850,Central Michigan,-0.13807291926056428,-0.1380729192605512
market,2025,401762858,Central Michigan,0.1892966047817874,0.1892966047817891
market,2025,401762866,Central Michigan,0.6322423056560296,0.6322423056560496
market,2025,401762872,Central Michigan,-0.3418284198621892,-0.3418284198621809
market,2025,401754527,Charlotte,-1.0352739874502737,-1.035273987450279
market,2025,401762468,Charlotte,-0.019651476115912163,-0.0196514761159073
market,2025,401762475,Charlotte,-1.513948543764694,-1.5139485437646965
market,2025,401762483,Charlotte,-0.8631065066040187,-0.8631065066040298
market,2025,401762489,Charlotte,-0.3278589356749265,-0.3278589356749369
market,2025,401762492,Charlotte,-1.4268477960374124,-1.4268477960374024
market,2025,401762504,Charlotte,-1.631366711575226,-1.6313667115752346
market,2025,401762507,Charlotte,-0.9486489106349095,-0.9486489106349202
market,2025,401752776,Charlotte,-2.444286898677356,-2.4442868986773765
market,2025,401762518,Charlotte,-1.5606775249971299,-1.560677524997147
market,2025,401756880,Cincinnati,1.1723579514499753,1.1723579514499844
market,2025,401756905,Cincinnati,-0.437411515139474,-0.4374115151394734
market,2025,401756912,Cincinnati,-0.02415045709513304,-0.0241504570951339
market,2025,401756917,Cincinnati,0.5048725202984247,0.5048725202984358
market,2025,401756926,Cincinnati,1.196035955591627,1.1960359555916258
market,2025,401756930,Cincinnati,0.0010764160429560508,0.0010764160429544
market,2025,401756942,Cincinnati,-0.3286724573689554,-0.3286724573689618
market,2025,401756951,Cincinnati,0.24472596181267842,0.2447259618126888
market,2025,401756955,Cincinnati,-0.3950885502376902,-0.3950885502376936
market,2025,401756967,Cincinnati,-0.32876264498065066,-0.3287626449806548
market,2025,401754637,Clemson,1.3508200157484582,1.3508200157484616
market,2025,401754623,Clemson,-0.3352565917946952,-0.3352565917947142
market,2025,401754537,Clemson,0.6048412821566677,0.6048412821566537
market,2025,401754552,Clemson,0.29932557001241944,0.2993255700124289
market,2025,401754558,Clemson,0.20099850861762275,0.2009985086176045
market,2025,401754565,Clemson,0.20379068502847314,0.2037906850284599
market,2025,401754577,Clemson,-0.024419070203404468,-0.0244190702034069
market,2025,401754586,Clemson,-0.4917248050346947,-0.4917248050347109
market,2025,401754591,Clemson,-0.3749756512955189,-0.3749756512955442
market,2025,401752790,Clemson,-0.33173294638799317,-0.3317329463880086
market,2025,401761604,Coastal Carolina,-0.9022697622500881,-0.9022697622500974
market,2025,401761611,Coastal Carolina,-1.2799978204267002,-1.2799978204267064
market,2025,401761619,Coastal Carolina,-0.9562373961015462,-0.9562373961015704
market,2025,401761623,Coastal Carolina,-0.1836383141779276,-0.1836383141779128
market,2025,401761629,Coastal Carolina,-0.4908034857535163,-0.4908034857535192
market,2025,401761640,Coastal Carolina,-0.1446014993886984,-0.1446014993886926
market,2025,401761645,Coastal Carolina,0.7728881552851107,0.7728881552851236
market,2025,401761650,Coastal Carolina,0.11885663042270225,0.1188566304227195
market,2025,401752779,Coastal Carolina,-1.245524708614482,-1.2455247086144767
market,2025,401761662,Coastal Carolina,-1.0827092341473408,-1.082709234147329
market,2025,401756881,Colorado,1.2566338525122955,1.2566338525123095
market,2025,401756893,Colorado,-0.27357463977100754,-0.273574639771015
market,2025,401756897,Colorado,0.5033114728180281,0.5033114728180342
market,2025,401756903,Colorado,-0.5893608753229497,-0.5893608753229598
market,2025,401756914,Colorado,-0.8630554552937632,-0.863055455293775
market,2025,401756918,Colorado,-0.17932116314437002,-0.1793211631443703
market,2025,401756934,Colorado,-0.7694444146310309,-0.7694444146310548
market,2025,401756937,Colorado,-0.25435049696901735,-0.2543504969690197
market,2025,401756947,Colorado,-0.7461198462579609,-0.7461198462579665
market,2025,401756956,Colorado,-0.5074512882590515,-0.5074512882590615
market,2025,401756965,Colorado,-1.0806080091683397,-1.0806080091683563
market,2025,401760373,Colorado State,-0.11037752903345745,-0.1103775290334458
market,2025,401752950,Colorado State,0.5838286907880985,0.5838286907881137
market,2025,401760382,Colorado State,-0.3061321134681677,-0.306132113468157
market,2025,401760388,Colorado State,-0.7207529986838918,-0.7207529986838956
market,2025,401760394,Colorado State,0.3837734192111553,0.3837734192111582
market,2025,401760398,Colorado State,-0.15113677956937327,-0.1511367795693614
market,2025,401760407,Colorado State,-0.37055490197992147,-0.3705549019799115
market,2025,401760411,Colorado State,-1.0971760760624059,-1.0971760760624076
market,2025,401760416,Colorado State,-0.8326539112729584,-0.8326539112729693
market,2025,401760421,Colorado State,0.055983646833528376,0.0559836468335424
market,2025,401757168,Delaware,-0.31825651828661955,-0.3182565182866087
market,2025,401757259,Delaware,-0.09603621885661687,-0.0960362188566069
market,2025,401757276,Delaware,0.6132783348272441,0.6132783348272561
market,2025,401757283,Delaware,0.5519837824148683,0.5519837824148888
market,2025,401757287,Delaware,0.5884893131554061,0.5884893131554187
market,2025,401757293,Delaware,-0.04155219814266972,-0.0415521981426673
market,2025,401757295,Delaware,-0.48002340752220624,-0.4800234075221917
market,2025,401757300,Delaware,0.8303218410260571,0.8303218410260633
market,2025,401754606,Delaware,-0.9395004792409645,-0.9395004792409588
market,2025,401757310,Delaware,-0.0049570890353780196,-0.0049570890353796
market,2025,401754534,Duke,-0.32289147258990736,-0.322891472589905
market,2025,401754538,Duke,-0.22894042993105432,-0.2289404299310593
market,2025,401754545,Duke,0.03988213992181194,0.0398821399218106
market,2025,401754551,Duke,0.19942891747186872,0.199428917471859
market,2025,401754566,Duke,0.4708777635233877,0.4708777635233921
market,2025,401754577,Duke,-0.29379121829178234,-0.2937912182917838
market,2025,401754590,Duke,0.30939002508250124,0.3093900250824984
market,2025,401754593,Duke,0.22313048386101603,0.2231304838610114
market,2025,401754600,Duke,0.04337013804120976,0.0433701380412013
market,2025,401754610,Duke,-0.10237486957759058,-0.1023748695776005
market,2025,401777328,Duke,-0.16747947737828822,-0.16747947737829
market,2025,401761604,East Carolina,0.7530305355781872,0.7530305355782069
market,2025,401756898,East Carolina,0.07284385473537275,0.0728438547353624
market,2025,401762471,East Carolina,0.4344223285358242,0.4344223285358457
market,2025,401762480,East Carolina,-0.19281506059801698,-0.192815060598023
market,2025,401762486,East Carolina,1.1059145340625092,1.105914534062524
market,2025,401762498,East Carolina,0.26245684463933244,0.2624568446393295
market,2025,401762504,East Carolina,1.7755554394467186,1.7755554394467292
market,2025,401762508,East Carolina,0.27423372659341144,0.2742337265934277
market,2025,401762513,East Carolina,0.19081106778870363,0.1908110677887006
market,2025,401762519,East Carolina,0.06202164093714544,0.0620216409371527
market,2025,401752698,Eastern Michigan,-1.575231504160556,-1.5752315041605598
market,2025,401761610,Eastern Michigan,-0.04154620844818442,-0.0415462084481678
market,2025,401762826,Eastern Michigan,-0.08228165204231487,-0.082281652042305
market,2025,401762831,Eastern Michigan,-0.4745750827027342,-0.4745750827027161
market,2025,401762836,Eastern Michigan,0.043969137983672545,0.0439691379836852
market,2025,401762841,Eastern Michigan,-0.34104210398899915,-0.3410421039889978
market,2025,401762848,Eastern Michigan,-0.6980419053658058,-0.6980419053658011
market,2025,401762855,Eastern Michigan,0.3436853577311845,0.3436853577311975
market,2025,401762861,Eastern Michigan,0.28705723023964624,0.2870572302396628
market,2025,401762869,Eastern Michigan,-0.2083588285537906,-0.2083588285537948
market,2025,401752699,Florida,-0.7273848423073673,-0.727384842307383
market,2025,401752709,Florida,-0.8305773477659195,-0.8305773477659479
market,2025,401752727,Florida,-0.4976715606839613,-0.4976715606839765
market,2025,401752737,Florida,-0.5027030225988047,-0.5027030225988285
market,2025,401752741,Florida,0.293389851029822,0.2933898510298169
market,2025,401752755,Florida,-0.6972957754831242,-0.6972957754831378
market,2025,401752760,Florida,0.22511132255128719,0.2251113225512703
market,2025,401752769,Florida,-1.0524234235509802,-1.0524234235509873
market,2025,401752775,Florida,-0.5501109045518138,-0.5501109045518499
market,2025,401752785,Florida,-0.5185068410933976,-0.5185068410934054
market,2025,401757233,Florida Atlantic,-0.27559911485166,-0.2755991148516693
market,2025,401762472,Florida Atlantic,-0.9625874856884441,-0.9625874856884434
market,2025,401762477,Florida Atlantic,-0.5460853765062663,-0.5460853765062611
market,2025,401762482,Florida Atlantic,0.19687027524153636,0.1968702752415372
market,2025,401762490,Florida Atlantic,-0.9611867048801827,-0.9611867048801735
market,2025,401762493,Florida Atlantic,-0.8158075364976118,-0.8158075364976065
market,2025,401762505,Florida Atlantic,0.1623743977916442,0.1623743977916464
market,2025,401762509,Florida Atlantic,-0.7916710394547821,-0.7916710394547806
market,2025,401757175,Florida Atlantic,-0.09367927753747682,-0.0936792775374698
market,2025,401762519,Florida Atlantic,-0.21492959776052412,-0.2149295977605053
market,2025,401757233,Florida International,0.4463835666464401,0.4463835666464605
market,2025,401757259,Florida International,0.6254182438356507,0.6254182438356725
market,2025,401757171,Florida International,-0.47098357139909236,-0.4709835713990784
market,2025,401757281,Florida International,-1.0232442119755447,-1.0232442119755505
market,2025,401757285,Florida International,0.024397497254782324,0.0243974972547704
market,2025,401757291,Florida International,0.010357343708344336,0.0103573437083636
market,2025,401757296,Florida International,-0.22018478999830868,-0.2201847899983047
market,2025,401757301,Florida International,-0.14454030726432956,-0.1445403072643369
market,2025,401757305,Florida International,0.3942872616474259,0.3942872616474323
market,2025,401757311,Florida International,0.642096937226461,0.6420969372264717
market,2025,401754541,Florida State,3.076260201108788,3.076260201108805
market,2025,401754543,Florida State,0.5302313088974671,0.5302313088974849
market,2025,401754553,Florida State,-0.26178491797433784,-0.2617849179743455
market,2025,401754559,Florida State,0.5127523202618852,0.5127523202618804
market,2025,401754567,Florida State,0.8258609224394257,0.8258609224394328
market,2025,401754578,Florida State,0.26518727283923854,0.2651872728392381
market,2025,401754586,Florida State,-0.1326692312617808,-0.1326692312618
market,2025,401754594,Florida State,0.5475067096772728,0.5475067096772744
market,2025,401754598,Florida State,0.25404748046644793,0.2540474804664339
market,2025,401752785,Florida State,-0.06179805891136795,-0.0617980589113787
market,2025,401752937,Fresno State,0.15976204068990393,0.1597620406898988
market,2025,401760374,Fresno State,0.5710578683472067,0.5710578683472345
market,2025,401760383,Fresno State,0.9051105356903958,0.9051105356904132
market,2025,401760388,Fresno State,0.4492550298874204,0.4492550298874365
market,2025,401760399,Fresno State,-0.4637153858227166,-0.4637153858227084
market,2025,401760402,Fresno State,-1.4080296343718532,-1.4080296343718632
market,2025,401760412,Fresno State,0.41947749376448645,0.4194774937644688
market,2025,401760417,Fresno State,0.6064857942075956,0.6064857942076095
market,2025,401760423,Fresno State,0.23557030300301118,0.2355703030030297
market,2025,401752705,Georgia,-0.06544089570975807,-0.065440895709775
market,2025,401752718,Georgia,-0.03096952844477113,-0.0309695284447847
market,2025,401752728,Georgia,0.843601406499365,0.8436014064993622
market,2025,401752731,Georgia,0.028778296710708154,0.0287782967106956
market,2025,401752742,Georgia,0.3015179121437111,0.3015179121436958
market,2025,401752755,Georgia,0.20833061970501782,0.2083306197050102
market,2025,401752762,Georgia,0.2687414509903867,0.2687414509903752
market,2025,401752766,Georgia,-0.025143421016896893,-0.0251434210169141
market,2025,401752776,Georgia,2.5271577758788073,2.527157775878825
market,2025,401752786,Georgia,0.6777531377046666,0.6777531377046659
market,2025,401777351,Georgia,-0.1816088220848143,-0.181608822084815
market,2025,401752814,Georgia Southern,-2.2408733593921535,-2.240873359392168
market,2025,401757234,Georgia Southern,-0.190729630842001,-0.1907296308420001
market,2025,401761614,Georgia Southern,-1.0383714852780013,-1.0383714852780053
market,2025,401761622,Georgia Southern,-0.22180506954178233,-0.2218050695417836
market,2025,401761630,Georgia Southern,0.19163357155468,0.1916335715546791
market,2025,401761636,Georgia Southern,-0.12378708174348631,-0.1237870817434813
market,2025,401761644,Georgia Southern,-0.3872243051011779,-0.3872243051011651
market,2025,401761650,Georgia Southern,0.16723487381357505,0.1672348738135788
market,2025,401761657,Georgia Southern,-0.6205649015547955,-0.6205649015548008
market,2025,401761663,Georgia Southern,-0.8581318245023613,-0.858131824502363
market,2025,401761598,Georgia State,-1.147259643300118,-1.147259643300119
market,2025,401752716,Georgia State,-1.6553032272912216,-1.655303227291229
market,2025,401761618,Georgia State,-1.2664603856946457,-1.26646038569464
market,2025,401761624,Georgia State,-0.08183558908800755,-0.0818355890880052
market,2025,401761630,Georgia State,-0.3558697965638642,-0.3558697965638464
market,2025,401761634,Georgia State,-0.5059289945119814,-0.5059289945119759
market,2025,401761645,Georgia State,-0.505374184415759,-0.5053741844157554
market,2025,401761651,Georgia State,-0.6185061091332045,-0.618506109133198
market,2025,401761660,Georgia State,-0.6022252202762758,-0.6022252202762683
market,2025,401761664,Georgia State,-1.6408889630810892,-1.6408889630810886
market,2025,401754623,Georgia Tech,-0.21976483334527963,-0.2197648333452831
market,2025,401754542,Georgia Tech,1.355197694228851,1.355197694228858
market,2025,401754546,Georgia Tech,0.4938092577717605,0.4938092577717646
market,2025,401754560,Georgia Tech,0.5074708009746094,0.5074708009746022
market,2025,401754566,Georgia Tech,-0.47898629198075066,-0.4789862919807655
market,2025,401754571,Georgia Tech,0.8947958473839226,0.8947958473839182
market,2025,401754579,Georgia Tech,0.2536569138509023,0.2536569138509003
market,2025,401754592,Georgia Tech,0.7033351597706556,0.703335159770668
market,2025,401754601,Georgia Tech,-0.23503327973609278,-0.2350332797360952
market,2025,401752786,Georgia Tech,-1.2331907960743909,-1.2331907960744075
market,2025,401757230,Hawai'i,0.2918725724631598,0.2918725724631746
market,2025,401760374,Hawai'i,-0.13038435845089497,-0.1303843584509114
market,2025,401760378,Hawai'i,-0.26005565775975764,-0.2600556577597566
market,2025,401760389,Hawai'i,0.03749439132290175,0.0374943913229061
market,2025,401760394,Hawai'i,0.061163586033904455,0.0611635860339042
market,2025,401760403,Hawai'i,0.24552317058265627,0.2455231705826731
market,2025,401760408,Hawai'i,-0.28036422628583424,-0.2803642262858276
market,2025,401760418,Hawai'i,0.24754574990096131,0.2475457499009703
market,2025,401760424,Hawai'i,0.6818462171702925,0.6818462171703256
market,2025,401756893,Houston,0.39375333119062217,0.393753331190612
market,2025,401752939,Houston,0.9092004976074813,0.909200497607474
market,2025,401756913,Houston,-0.5109081513279512,-0.5109081513279619
market,2025,401756920,Houston,0.7365094146048455,0.7365094146048464
market,2025,401756925,Houston,-0.25891455049959566,-0.2589145504996057
market,2025,401756929,Houston,-0.5534565643999322,-0.5534565643999273
market,2025,401756938,Houston,1.0695946543707877,1.069594654370795
market,2025,401756946,Houston,-0.16617322245862265,-0.1661732224586213
market,2025,401756957,Houston,-0.14142246423427593,-0.1414224642342877
market,2025,401756962,Houston,-0.17340806637828535,-0.1734080663782959
market,2025,401752829,Illinois,1.9321833730677729,1.932183373067793
market,2025,401752843,Illinois,-0.2269571445688654,-0.2269571445688651
market,2025,401752850,Illinois,-0.7527558994687705,-0.7527558994687678
market,2025,401752861,Illinois,0.07267687036689685,0.0726768703668782
market,2025,401752865,Illinois,-0.7918678565585678,-0.7918678565585904
market,2025,401752880,Illinois,-0.21751243182480784,-0.2175124318248076
market,2025,401752891,Illinois,0.44907287190683964,0.4490728719068384
market,2025,401752906,Illinois,0.6360178316980928,0.6360178316980817
market,2025,401752915,Illinois,0.47284906013311623,0.4728490601331073
market,2025,401752922,Illinois,0.09390706399164449,0.0939070639916512
market,2025,401752812,Indiana,1.7200542379266208,1.7200542379266184
market,2025,401752843,Indiana,0.22650163151870356,0.2265016315186838
