season,week,game_id,away_team,home_team,kickoff_timestamp,spread_opener,spread_opener_sportsbook,spread_opener_timestamp_utc,spread_opener_timestamp_eastern,spread_opener_weekday,spread_opener_local_time,total_opener,total_opener_sportsbook,total_opener_timestamp_utc,total_opener_timestamp_eastern,total_opener_weekday,total_opener_local_time,spread_total_same_sportsbook,spread_total_same_timestamp,source_file,spread_source_column_or_json_path,total_source_column_or_json_path,spread_opener_definition,total_opener_definition,timestamp_certainty,missing_reason,preceding_saturday_date,spread_hours_after_saturday_noon_et,spread_hours_after_saturday_7pm_et,spread_hours_after_saturday_1159pm_et,spread_first_recorded_bucket,total_hours_after_saturday_noon_et,total_hours_after_saturday_7pm_et,total_hours_after_saturday_1159pm_et,total_first_recorded_bucket
2025,3,401752703,Oklahoma,Temple,2025-09-13T16:00:00+00:00,,,,,,,51.5,ESPN Bet,,,,,,,cfbd_cache/coach_full_game_fav_dog/lines_2025_regular.json,,$[id=401752703].lines[provider='ESPN Bet'].overUnderOpen -> full_game_modeling_rows.opening_total,,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,unknown: no timestamp field,CFBD event/provider line contains no opening observation or sportsbook posting timestamp; actual public posting time cannot be established,2025-09-06,,,,unknown,,,,unknown
2025,3,401752704,Vanderbilt,South Carolina,2025-09-13T23:45:00+00:00,,,,,,,47.5,ESPN Bet,,,,,,,cfbd_cache/coach_full_game_fav_dog/lines_2025_regular.json,,$[id=401752704].lines[provider='ESPN Bet'].overUnderOpen -> full_game_modeling_rows.opening_total,,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,unknown: no timestamp field,CFBD event/provider line contains no opening observation or sportsbook posting timestamp; actual public posting time cannot be established,2025-09-06,,,,unknown,,,,unknown
2025,3,401752705,Georgia,Tennessee,2025-09-13T19:30:00+00:00,,,,,,,50.5,ESPN Bet,,,,,,,cfbd_cache/coach_full_game_fav_dog/lines_2025_regular.json,,$[id=401752705].lines[provider='ESPN Bet'].overUnderOpen -> full_game_modeling_rows.opening_total,,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,unknown: no timestamp field,CFBD event/provider line contains no opening observation or sportsbook posting timestamp; actual public posting time cannot be established,2025-09-06,,,,unknown,,,,unknown
2025,3,401752706,UTEP,Texas,2025-09-13T20:15:00+00:00,,,,,,,54.5,ESPN Bet,,,,,,,cfbd_cache/coach_full_game_fav_dog/lines_2025_regular.json,,$[id=401752706].lines[provider='ESPN Bet'].overUnderOpen -> full_game_modeling_rows.opening_total,,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,unknown: no timestamp field,CFBD event/provider line contains no opening observation or sportsbook posting timestamp; actual public posting time cannot be established,2025-09-06,,,,unknown,,,,unknown
2025,3,401752707,Texas A&M,Notre Dame,2025-09-13T23:30:00+00:00,,,,,,,49.5,ESPN Bet,,,,,,,cfbd_cache/coach_full_game_fav_dog/lines_2025_regular.json,,$[id=401752707].lines[provider='ESPN Bet'].overUnderOpen -> full_game_modeling_rows.opening_total,,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,unknown: no timestamp field,CFBD event/provider line contains no opening observation or sportsbook posting timestamp; actual public posting time cannot be established,2025-09-06,,,,unknown,,,,unknown
2025,4,401752708,Arkansas,Memphis,2025-09-20T16:00:00+00:00,6.5,ESPN Bet,,,,,62.5,ESPN Bet,,,,,True,,cfbd_cache/coach_full_game_fav_dog/lines_2025_regular.json,$[id=401752708].lines[provider='ESPN Bet'].spreadOpen -> full_game_modeling_rows.opening_home_spread,$[id=401752708].lines[provider='ESPN Bet'].overUnderOpen -> full_game_modeling_rows.opening_total,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,unknown: no timestamp field,CFBD event/provider line contains no opening observation or sportsbook posting timestamp; actual public posting time cannot be established,2025-09-13,,,,unknown,,,,unknown
2025,4,401752709,Florida,Miami,2025-09-20T23:30:00+00:00,-3.0,ESPN Bet,,,,,55.5,ESPN Bet,,,,,True,,cfbd_cache/coach_full_game_fav_dog/lines_2025_regular.json,$[id=401752709].lines[provider='ESPN Bet'].spreadOpen -> full_game_modeling_rows.opening_home_spread,$[id=401752709].lines[provider='ESPN Bet'].overUnderOpen -> full_game_modeling_rows.opening_total,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,unknown: no timestamp field,CFBD event/provider line contains no opening observation or sportsbook posting timestamp; actual public posting time cannot be established,2025-09-13,,,,unknown,,,,unknown
2025,4,401752711,Tulane,Ole Miss,2025-09-20T19:30:00+00:00,-12.5,ESPN Bet,,,,,61.5,ESPN Bet,,,,,True,,cfbd_cache/coach_full_game_fav_dog/lines_2025_regular.json,$[id=401752711].lines[provider='ESPN Bet'].spreadOpen -> full_game_modeling_rows.opening_home_spread,$[id=401752711].lines[provider='ESPN Bet'].overUnderOpen -> full_game_modeling_rows.opening_total,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,unknown: no timestamp field,CFBD event/provider line contains no opening observation or sportsbook posting timestamp; actual public posting time cannot be established,2025-09-13,,,,unknown,,,,unknown
2025,4,401752712,Northern Illinois,Mississippi State,2025-09-20T20:15:00+00:00,,,,,,,49.5,ESPN Bet,,,,,,,cfbd_cache/coach_full_game_fav_dog/lines_2025_regular.json,,$[id=401752712].lines[provider='ESPN Bet'].overUnderOpen -> full_game_modeling_rows.opening_total,,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,unknown: no timestamp field,CFBD event/provider line contains no opening observation or sportsbook posting timestamp; actual public posting time cannot be established,2025-09-13,,,,unknown,,,,unknown
2025,4,401752713,South Carolina,Missouri,2025-09-20T23:00:00+00:00,-12.5,ESPN Bet,,,,,45.5,ESPN Bet,,,,,True,,cfbd_cache/coach_full_game_fav_dog/lines_2025_regular.json,$[id=401752713].lines[provider='ESPN Bet'].spreadOpen -> full_game_modeling_rows.opening_home_spread,$[id=401752713].lines[provider='ESPN Bet'].overUnderOpen -> full_game_modeling_rows.opening_total,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,unknown: no timestamp field,CFBD event/provider line contains no opening observation or sportsbook posting timestamp; actual public posting time cannot be established,2025-09-13,,,,unknown,,,,unknown
2025,4,401752714,Auburn,Oklahoma,2025-09-20T19:30:00+00:00,-6.5,ESPN Bet,,,,,49.5,ESPN Bet,,,,,True,,cfbd_cache/coach_full_game_fav_dog/lines_2025_regular.json,$[id=401752714].lines[provider='ESPN Bet'].spreadOpen -> full_game_modeling_rows.opening_home_spread,$[id=401752714].lines[provider='ESPN Bet'].overUnderOpen -> full_game_modeling_rows.opening_total,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,unknown: no timestamp field,CFBD event/provider line contains no opening observation or sportsbook posting timestamp; actual public posting time cannot be established,2025-09-13,,,,unknown,,,,unknown
2025,4,401752715,UAB,Tennessee,2025-09-20T16:45:00+00:00,-37.5,ESPN Bet,,,,,68.5,ESPN Bet,,,,,True,,cfbd_cache/coach_full_game_fav_dog/lines_2025_regular.json,$[id=401752715].lines[provider='ESPN Bet'].spreadOpen -> full_game_modeling_rows.opening_home_spread,$[id=401752715].lines[provider='ESPN Bet'].overUnderOpen -> full_game_modeling_rows.opening_total,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,unknown: no timestamp field,CFBD event/provider line contains no opening observation or sportsbook posting timestamp; actual public posting time cannot be established,2025-09-13,,,,unknown,,,,unknown
2025,4,401752716,Georgia State,Vanderbilt,2025-09-20T23:30:00+00:00,-26.5,ESPN Bet,,,,,53.5,ESPN Bet,,,,,True,,cfbd_cache/coach_full_game_fav_dog/lines_2025_regular.json,$[id=401752716].lines[provider='ESPN Bet'].spreadOpen -> full_game_modeling_rows.opening_home_spread,$[id=401752716].lines[provider='ESPN Bet'].overUnderOpen -> full_game_modeling_rows.opening_total,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,unknown: no timestamp field,CFBD event/provider line contains no opening observation or sportsbook posting timestamp; actual public posting time cannot be established,2025-09-13,,,,unknown,,,,unknown
2025,5,401752717,Notre Dame,Arkansas,2025-09-27T16:00:00+00:00,6.5,ESPN Bet,,,,,58.5,ESPN Bet,,,,,True,,cfbd_cache/coach_full_game_fav_dog/lines_2025_regular.json,$[id=401752717].lines[provider='ESPN Bet'].spreadOpen -> full_game_modeling_rows.opening_home_spread,$[id=401752717].lines[provider='ESPN Bet'].overUnderOpen -> full_game_modeling_rows.opening_total,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,unknown: no timestamp field,CFBD event/provider line contains no opening observation or sportsbook posting timestamp; actual public posting time cannot be established,2025-09-20,,,,unknown,,,,unknown
2025,5,401752718,Alabama,Georgia,2025-09-27T23:30:00+00:00,-4.0,ESPN Bet,,,,,52.5,ESPN Bet,,,,,True,,cfbd_cache/coach_full_game_fav_dog/lines_2025_regular.json,$[id=401752718].lines[provider='ESPN Bet'].spreadOpen -> full_game_modeling_rows.opening_home_spread,$[id=401752718].lines[provider='ESPN Bet'].overUnderOpen -> full_game_modeling_rows.opening_total,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,unknown: no timestamp field,CFBD event/provider line contains no opening observation or sportsbook posting timestamp; actual public posting time cannot be established,2025-09-20,,,,unknown,,,,unknown
2025,5,401752719,LSU,Ole Miss,2025-09-27T19:30:00+00:00,2.0,ESPN Bet,,,,,56.5,ESPN Bet,,,,,True,,cfbd_cache/coach_full_game_fav_dog/lines_2025_regular.json,$[id=401752719].lines[provider='ESPN Bet'].spreadOpen -> full_game_modeling_rows.opening_home_spread,$[id=401752719].lines[provider='ESPN Bet'].overUnderOpen -> full_game_modeling_rows.opening_total,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,unknown: no timestamp field,CFBD event/provider line contains no opening observation or sportsbook posting timestamp; actual public posting time cannot be established,2025-09-20,,,,unknown,,,,unknown
2025,5,401752720,Tennessee,Mississippi State,2025-09-27T20:15:00+00:00,8.5,ESPN Bet,,,,,62.5,ESPN Bet,,,,,True,,cfbd_cache/coach_full_game_fav_dog/lines_2025_regular.json,$[id=401752720].lines[provider='ESPN Bet'].spreadOpen -> full_game_modeling_rows.opening_home_spread,$[id=401752720].lines[provider='ESPN Bet'].overUnderOpen -> full_game_modeling_rows.opening_total,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,unknown: no timestamp field,CFBD event/provider line contains no opening observation or sportsbook posting timestamp; actual public posting time cannot be established,2025-09-20,,,,unknown,,,,unknown
2025,5,401752721,Massachusetts,Missouri,2025-09-27T23:30:00+00:00,-43.5,ESPN Bet,,,,,55.5,ESPN Bet,,,,,True,,cfbd_cache/coach_full_game_fav_dog/lines_2025_regular.json,$[id=401752721].lines[provider='ESPN Bet'].spreadOpen -> full_game_modeling_rows.opening_home_spread,$[id=401752721].lines[provider='ESPN Bet'].overUnderOpen -> full_game_modeling_rows.opening_total,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,unknown: no timestamp field,CFBD event/provider line contains no opening observation or sportsbook posting timestamp; actual public posting time cannot be established,2025-09-20,,,,unknown,,,,unknown
2025,5,401752722,Kentucky,South Carolina,2025-09-27T23:45:00+00:00,-6.5,ESPN Bet,,,,,47.5,ESPN Bet,,,,,True,,cfbd_cache/coach_full_game_fav_dog/lines_2025_regular.json,$[id=401752722].lines[provider='ESPN Bet'].spreadOpen -> full_game_modeling_rows.opening_home_spread,$[id=401752722].lines[provider='ESPN Bet'].overUnderOpen -> full_game_modeling_rows.opening_total,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,unknown: no timestamp field,CFBD event/provider line contains no opening observation or sportsbook posting timestamp; actual public posting time cannot be established,2025-09-20,,,,unknown,,,,unknown
2025,4,401752723,Sam Houston,Texas,2025-09-21T00:00:00+00:00,-41.5,ESPN Bet,,,,,51.5,ESPN Bet,,,,,True,,cfbd_cache/coach_full_game_fav_dog/lines_2025_regular.json,$[id=401752723].lines[provider='ESPN Bet'].spreadOpen -> full_game_modeling_rows.opening_home_spread,$[id=401752723].lines[provider='ESPN Bet'].overUnderOpen -> full_game_modeling_rows.opening_total,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,unknown: no timestamp field,CFBD event/provider line contains no opening observation or sportsbook posting timestamp; actual public posting time cannot be established,2025-09-13,,,,unknown,,,,unknown
2025,5,401752724,Auburn,Texas A&M,2025-09-27T19:30:00+00:00,-6.5,ESPN Bet,,,,,46.5,ESPN Bet,,,,,True,,cfbd_cache/coach_full_game_fav_dog/lines_2025_regular.json,$[id=401752724].lines[provider='ESPN Bet'].spreadOpen -> full_game_modeling_rows.opening_home_spread,$[id=401752724].lines[provider='ESPN Bet'].overUnderOpen -> full_game_modeling_rows.opening_total,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,unknown: no timestamp field,CFBD event/provider line contains no opening observation or sportsbook posting timestamp; actual public posting time cannot be established,2025-09-20,,,,unknown,,,,unknown
2025,5,401752725,Utah State,Vanderbilt,2025-09-27T16:45:00+00:00,-22.5,ESPN Bet,,,,,59.5,ESPN Bet,,,,,True,,cfbd_cache/coach_full_game_fav_dog/lines_2025_regular.json,$[id=401752725].lines[provider='ESPN Bet'].spreadOpen -> full_game_modeling_rows.opening_home_spread,$[id=401752725].lines[provider='ESPN Bet'].overUnderOpen -> full_game_modeling_rows.opening_total,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,unknown: no timestamp field,CFBD event/provider line contains no opening observation or sportsbook posting timestamp; actual public posting time cannot be established,2025-09-20,,,,unknown,,,,unknown
2025,6,401752726,Vanderbilt,Alabama,2025-10-04T19:30:00+00:00,-22.5,ESPN Bet,,,,,51.5,ESPN Bet,,,,,True,,cfbd_cache/coach_full_game_fav_dog/lines_2025_regular.json,$[id=401752726].lines[provider='ESPN Bet'].spreadOpen -> full_game_modeling_rows.opening_home_spread,$[id=401752726].lines[provider='ESPN Bet'].overUnderOpen -> full_game_modeling_rows.opening_total,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,unknown: no timestamp field,CFBD event/provider line contains no opening observation or sportsbook posting timestamp; actual public posting time cannot be established,2025-09-27,,,,unknown,,,,unknown
2025,6,401752727,Texas,Florida,2025-10-04T19:30:00+00:00,6.5,ESPN Bet,,,,,53.5,ESPN Bet,,,,,True,,cfbd_cache/coach_full_game_fav_dog/lines_2025_regular.json,$[id=401752727].lines[provider='ESPN Bet'].spreadOpen -> full_game_modeling_rows.opening_home_spread,$[id=401752727].lines[provider='ESPN Bet'].overUnderOpen -> full_game_modeling_rows.opening_total,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,unknown: no timestamp field,CFBD event/provider line contains no opening observation or sportsbook posting timestamp; actual public posting time cannot be established,2025-09-27,,,,unknown,,,,unknown
2025,6,401752728,Kentucky,Georgia,2025-10-04T16:00:00+00:00,,,,,,,50.5,ESPN Bet,,,,,,,cfbd_cache/coach_full_game_fav_dog/lines_2025_regular.json,,$[id=401752728].lines[provider='ESPN Bet'].overUnderOpen -> full_game_modeling_rows.opening_total,,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,unknown: no timestamp field,CFBD event/provider line contains no opening observation or sportsbook posting timestamp; actual public posting time cannot be established,2025-09-27,,,,unknown,,,,unknown
2025,6,401752729,Kent State,Oklahoma,2025-10-04T20:00:00+00:00,-45.5,ESPN Bet,,,,,53.5,ESPN Bet,,,,,True,,cfbd_cache/coach_full_game_fav_dog/lines_2025_regular.json,$[id=401752729].lines[provider='ESPN Bet'].spreadOpen -> full_game_modeling_rows.opening_home_spread,$[id=401752729].lines[provider='ESPN Bet'].overUnderOpen -> full_game_modeling_rows.opening_total,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,unknown: no timestamp field,CFBD event/provider line contains no opening observation or sportsbook posting timestamp; actual public posting time cannot be established,2025-09-27,,,,unknown,,,,unknown
2025,6,401752730,Mississippi State,Texas A&M,2025-10-04T23:30:00+00:00,-14.5,ESPN Bet,,,,,58.5,ESPN Bet,,,,,True,,cfbd_cache/coach_full_game_fav_dog/lines_2025_regular.json,$[id=401752730].lines[provider='ESPN Bet'].spreadOpen -> full_game_modeling_rows.opening_home_spread,$[id=401752730].lines[provider='ESPN Bet'].overUnderOpen -> full_game_modeling_rows.opening_total,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,unknown: no timestamp field,CFBD event/provider line contains no opening observation or sportsbook posting timestamp; actual public posting time cannot be established,2025-09-27,,,,unknown,,,,unknown
2025,7,401752731,Georgia,Auburn,2025-10-11T23:30:00+00:00,7.0,ESPN Bet,,,,,50.5,ESPN Bet,,,,,True,,cfbd_cache/coach_full_game_fav_dog/lines_2025_regular.json,$[id=401752731].lines[provider='ESPN Bet'].spreadOpen -> full_game_modeling_rows.opening_home_spread,$[id=401752731].lines[provider='ESPN Bet'].overUnderOpen -> full_game_modeling_rows.opening_total,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,unknown: no timestamp field,CFBD event/provider line contains no opening observation or sportsbook posting timestamp; actual public posting time cannot be established,2025-10-04,,,,unknown,,,,unknown
2025,7,401752732,South Carolina,LSU,2025-10-11T23:45:00+00:00,-9.5,ESPN Bet,,,,,44.5,ESPN Bet,,,,,True,,cfbd_cache/coach_full_game_fav_dog/lines_2025_regular.json,$[id=401752732].lines[provider='ESPN Bet'].spreadOpen -> full_game_modeling_rows.opening_home_spread,$[id=401752732].lines[provider='ESPN Bet'].overUnderOpen -> full_game_modeling_rows.opening_total,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,unknown: no timestamp field,CFBD event/provider line contains no opening observation or sportsbook posting timestamp; actual public posting time cannot be established,2025-10-04,,,,unknown,,,,unknown
2025,7,401752733,Washington State,Ole Miss,2025-10-11T16:45:00+00:00,-32.5,ESPN Bet,,,,,59.5,ESPN Bet,,,,,True,,cfbd_cache/coach_full_game_fav_dog/lines_2025_regular.json,$[id=401752733].lines[provider='ESPN Bet'].spreadOpen -> full_game_modeling_rows.opening_home_spread,$[id=401752733].lines[provider='ESPN Bet'].overUnderOpen -> full_game_modeling_rows.opening_total,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,unknown: no timestamp field,CFBD event/provider line contains no opening observation or sportsbook posting timestamp; actual public posting time cannot be established,2025-10-04,,,,unknown,,,,unknown
2025,7,401752734,Alabama,Missouri,2025-10-11T16:00:00+00:00,5.5,ESPN Bet,,,,,,,,,,,,,cfbd_cache/coach_full_game_fav_dog/lines_2025_regular.json,$[id=401752734].lines[provider='ESPN Bet'].spreadOpen -> full_game_modeling_rows.opening_home_spread,,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,,unknown: no timestamp field,CFBD event/provider line contains no opening observation or sportsbook posting timestamp; actual public posting time cannot be established,2025-10-04,,,,unknown,,,,unknown
2025,7,401752735,Arkansas,Tennessee,2025-10-11T20:15:00+00:00,-12.5,ESPN Bet,,,,,69.5,ESPN Bet,,,,,True,,cfbd_cache/coach_full_game_fav_dog/lines_2025_regular.json,$[id=401752735].lines[provider='ESPN Bet'].spreadOpen -> full_game_modeling_rows.opening_home_spread,$[id=401752735].lines[provider='ESPN Bet'].overUnderOpen -> full_game_modeling_rows.opening_total,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,unknown: no timestamp field,CFBD event/provider line contains no opening observation or sportsbook posting timestamp; actual public posting time cannot be established,2025-10-04,,,,unknown,,,,unknown
2025,7,401752736,Oklahoma,Texas,2025-10-11T19:30:00+00:00,-9.5,ESPN Bet,,,,,56.5,ESPN Bet,,,,,True,,cfbd_cache/coach_full_game_fav_dog/lines_2025_regular.json,$[id=401752736].lines[provider='ESPN Bet'].spreadOpen -> full_game_modeling_rows.opening_home_spread,$[id=401752736].lines[provider='ESPN Bet'].overUnderOpen -> full_game_modeling_rows.opening_total,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,unknown: no timestamp field,CFBD event/provider line contains no opening observation or sportsbook posting timestamp; actual public posting time cannot be established,2025-10-04,,,,unknown,,,,unknown
