season,snapshot_week,rows,unique_teams,duplicate_team_rows,missing_overall,missing_offense,missing_defense,missing_special_teams,source_url,snapshot_timestamp,published_at,historically_frozen,state_interpretation,opener_timing_verifiable,timing_note,eligible_for_actionable_gap_test
2022,2,131,131,0,0,0,0,0,https://www.espn.com/college-football/insider/story/_/id/34569954/college-football-sp+-rankings-week-2,,,False,postgame weekly table,False,reconstructed in 2026; source publication timestamp blank,False
2022,3,131,131,0,0,0,0,0,https://www.espn.com/college-football/insider/story/_/id/34616432/college-football-sp+-rankings-week-3,,,False,postgame weekly table,False,reconstructed in 2026; source publication timestamp blank,False
2022,4,131,131,0,0,0,0,0,https://www.espn.com/college-football/insider/story/_/id/34662173/college-football-sp+-rankings-week-4,,,False,postgame weekly table,False,reconstructed in 2026; source publication timestamp blank,False
2022,5,131,131,0,0,0,0,0,https://www.espn.com/college-football/insider/story/_/id/34709891/college-football-sp+-rankings-week-5,,,False,postgame weekly table,False,reconstructed in 2026; source publication timestamp blank,False
2022,6,131,131,0,0,0,0,0,https://www.espn.com/college-football/insider/story/_/id/34762692/college-football-sp+-rankings-week-6,,,False,postgame weekly table,False,reconstructed in 2026; source publication timestamp blank,False
2022,7,131,131,0,0,0,0,0,https://www.espn.com/college-football/insider/story/_/id/34808339/college-football-sp+-rankings-week-7,,,False,postgame weekly table,False,reconstructed in 2026; source publication timestamp blank,False
2022,8,131,131,0,0,0,0,0,https://www.espn.com/college-football/insider/story/_/id/34861334/college-football-sp+-rankings-week-8,,,False,postgame weekly table,False,reconstructed in 2026; source publication timestamp blank,False
2022,9,131,131,0,0,0,0,0,https://www.espn.com/college-football/insider/story/_/id/34909544/college-football-sp+-rankings-week-9,,,False,postgame weekly table,False,reconstructed in 2026; source publication timestamp blank,False
2022,10,131,131,0,0,0,0,0,https://www.espn.com/college-football/insider/story/_/id/34964200/college-football-sp+-rankings-week-10,,,False,postgame weekly table,False,reconstructed in 2026; source publication timestamp blank,False
2022,11,131,131,0,0,0,0,0,https://www.espn.com/college-football/insider/story/_/id/35018522/college-football-sp+-rankings-week-11,,,False,postgame weekly table,False,reconstructed in 2026; source publication timestamp blank,False
2022,12,131,131,0,0,0,0,0,https://www.espn.com/college-football/insider/story/_/id/35066827/college-football-sp+-rankings-week-12,,,False,postgame weekly table,False,reconstructed in 2026; source publication timestamp blank,False
2023,0,133,133,0,0,0,0,0,https://www.espn.com/college-football/insider/story/_/id/38196497/college-football-2023-final-preseason-sp+-rankings-takeaways,,,False,preseason,False,reconstructed in 2026; source publication timestamp blank,False
2023,1,133,133,0,0,0,0,0,https://www.espn.com/college-football/insider/story/_/id/38332658/college-football-2023-week-1-sp+-rankings-takeaways,,,False,postgame weekly table,False,reconstructed in 2026; source publication timestamp blank,False
2023,2,133,133,0,0,0,0,0,https://www.espn.com/college-football/insider/story/_/id/38368917/college-football-2023-week-2-sp+-rankings-takeaways,,,False,postgame weekly table,False,reconstructed in 2026; source publication timestamp blank,False
2023,3,133,133,0,0,0,0,0,https://www.espn.com/college-football/insider/story/_/id/38422011/college-football-2023-week-3-sp+-rankings-takeaways,,,False,postgame weekly table,False,reconstructed in 2026; source publication timestamp blank,False
2023,4,133,133,0,0,0,0,0,https://www.espn.com/college-football/insider/story/_/id/38478223/college-football-2023-week-4-sp+-rankings-takeaways,,,False,postgame weekly table,False,reconstructed in 2026; source publication timestamp blank,False
2023,5,133,133,0,0,0,0,0,https://www.espn.com/college-football/insider/story/_/id/38538922/college-football-2023-week-5-sp+-rankings-takeaways,,,False,postgame weekly table,False,reconstructed in 2026; source publication timestamp blank,False
2023,6,133,133,0,0,0,0,0,https://www.espn.com/college-football/insider/story/_/id/38602257/college-football-2023-week-6-sp+-rankings-takeaways,,,False,postgame weekly table,False,reconstructed in 2026; source publication timestamp blank,False
2023,7,133,133,0,0,0,0,0,https://www.espn.com/college-football/insider/story/_/id/38663643/college-football-2023-week-7-sp+-rankings-takeaways,,,False,postgame weekly table,False,reconstructed in 2026; source publication timestamp blank,False
2023,8,133,133,0,0,0,0,0,https://www.espn.com/college-football/insider/story/_/id/38718073/college-football-2023-week-8-sp+-rankings-takeaways,,,False,postgame weekly table,False,reconstructed in 2026; source publication timestamp blank,False
2023,9,133,133,0,0,0,0,0,https://www.espn.com/college-football/insider/story/_/id/38727877/college-football-2023-week-9-sp+-rankings-takeaways,,,False,postgame weekly table,False,reconstructed in 2026; source publication timestamp blank,False
2023,10,133,133,0,0,0,0,0,https://www.espn.com/college-football/insider/story/_/id/38823946/college-football-2023-week-10-sp+-rankings-takeaways,,,False,postgame weekly table,False,reconstructed in 2026; source publication timestamp blank,False
2023,11,133,133,0,0,0,0,0,https://www.espn.com/college-football/insider/story/_/id/38881198/college-football-2023-week-11-sp+-rankings-takeaways,,,False,postgame weekly table,False,reconstructed in 2026; source publication timestamp blank,False
2023,12,133,133,0,0,0,0,0,https://www.espn.com/college-football/insider/story/_/id/38934718/college-football-2023-week-12-sp+-rankings-takeaways,,,False,postgame weekly table,False,reconstructed in 2026; source publication timestamp blank,False
2023,13,133,133,0,0,0,0,0,https://www.espn.com/college-football/insider/story/_/id/38983348/college-football-2023-week-13-sp+-rankings-takeaways,,,False,postgame weekly table,False,reconstructed in 2026; source publication timestamp blank,False
2023,14,133,133,0,0,0,0,0,https://www.espn.com/college-football/insider/story/_/id/39033329/college-football-2023-championship-weekend-sp+-rankings-takeaways,,,False,postgame weekly table,False,reconstructed in 2026; source publication timestamp blank,False
2024,0,134,134,0,0,0,0,0,https://www.espn.com/college-football/insider/story/_/id/40836337/college-football-2024-preseason-sp+-rankings-takeaways,,,False,preseason,False,reconstructed in 2026; source publication timestamp blank,False
2024,1,134,134,0,0,0,0,0,https://www.espn.com/college-football/insider/story/_/id/41107120/college-football-2024-week-1-sp+-rankings-takeaways,,,False,postgame weekly table,False,reconstructed in 2026; source publication timestamp blank,False
2024,2,134,134,0,0,0,0,0,https://www.espn.com/college-football/insider/story/_/id/41176679/college-football-2024-week-2-sp+-rankings-takeaways,,,False,postgame weekly table,False,reconstructed in 2026; source publication timestamp blank,False
2024,4,134,134,0,0,0,0,0,https://www.espn.com/college-football/insider/story/_/id/41377235/college-football-2024-week-4-sp+-rankings-takeaways,,,False,postgame weekly table,False,reconstructed in 2026; source publication timestamp blank,False
2024,6,134,134,0,0,0,0,0,https://www.espn.com/college-football/insider/story/_/id/41640821/college-football-2024-week-6-sp+-rankings-takeaways,,,False,postgame weekly table,False,reconstructed in 2026; source publication timestamp blank,False
2024,7,134,134,0,0,0,0,0,https://www.espn.com/college-football/insider/story/_/id/41771603/college-football-2024-week-7-sp+-rankings-takeaways,,,False,postgame weekly table,False,reconstructed in 2026; source publication timestamp blank,False
2024,8,134,134,0,0,0,0,0,https://www.espn.com/college-football/insider/story/_/id/41901478/college-football-2024-week-8-sp+-rankings-takeaways,,,False,postgame weekly table,False,reconstructed in 2026; source publication timestamp blank,False
2024,9,134,134,0,0,0,0,0,https://www.espn.com/college-football/insider/story/_/id/42030183/college-football-2024-week-9-sp+-rankings-takeaways,,,False,postgame weekly table,False,reconstructed in 2026; source publication timestamp blank,False
2024,10,134,134,0,0,0,0,0,https://www.espn.com/college-football/insider/story/_/id/42173418/college-football-2024-week-10-sp+-rankings-takeaways,,,False,postgame weekly table,False,reconstructed in 2026; source publication timestamp blank,False
2024,11,134,134,0,0,0,0,0,https://www.espn.com/college-football/insider/story/_/id/42309388/college-football-2024-week-11-sp+-rankings-takeaways,,,False,postgame weekly table,False,reconstructed in 2026; source publication timestamp blank,False
2024,12,134,134,0,0,0,0,0,https://www.espn.com/college-football/insider/story/_/id/42444119/college-football-2024-week-12-sp+-rankings-takeaways,,,False,postgame weekly table,False,reconstructed in 2026; source publication timestamp blank,False
2024,13,134,134,0,0,0,0,0,https://www.espn.com/college-football/insider/story/_/id/42715464/college-football-2024-rivalry-week-sp+-rankings-takeaways,,,False,postgame weekly table,False,reconstructed in 2026; source publication timestamp blank,False
2024,14,134,134,0,0,0,0,0,https://www.espn.com/college-football/insider/story/_/id/42858248/college-football-sp+-rankings-championship-week,,,False,postgame weekly table,False,reconstructed in 2026; source publication timestamp blank,False
2025,1,136,136,0,0,0,0,0,https://web.archive.org/web/20250902163508id_/https://www.espn.com/college-football/story/_/id/46128861/2025-college-football-sp%2B-rankings-all-136-fbs-teams,20250902163508.0,20250902163508.0,True,postgame weekly table,False,"Wayback-frozen, but no market opener timestamp",False
2025,2,136,136,0,0,0,0,0,https://web.archive.org/web/20250909133522id_/https://www.espn.com/college-football/story/_/id/46128861/2025-college-football-sp%2B-rankings-all-136-fbs-teams,20250909133522.0,20250909133522.0,True,postgame weekly table,False,"Wayback-frozen, but no market opener timestamp",False
2025,3,136,136,0,0,0,0,0,https://web.archive.org/web/20250917210623id_/https://www.espn.com/college-football/story/_/id/46128861/2025-college-football-sp%2B-rankings-all-136-fbs-teams,20250917210623.0,20250917210623.0,True,postgame weekly table,False,"Wayback-frozen, but no market opener timestamp",False
2025,4,136,136,0,0,0,0,0,https://web.archive.org/web/20250924181942id_/https://www.espn.com/college-football/story/_/id/46128861/2025-college-football-sp%2B-rankings-all-136-fbs-teams,20250924181942.0,20250924181942.0,True,postgame weekly table,False,"Wayback-frozen, but no market opener timestamp",False
2025,5,136,136,0,0,0,0,0,https://web.archive.org/web/20251001174048id_/https://www.espn.com/college-football/story/_/id/46128861/2025-college-football-sp%2B-rankings-all-136-fbs-teams,20251001174048.0,20251001174048.0,True,postgame weekly table,False,"Wayback-frozen, but no market opener timestamp",False
2025,6,136,136,0,0,0,0,0,https://web.archive.org/web/20251007121103id_/https://www.espn.com/college-football/story/_/id/46128861/2025-college-football-sp%2B-rankings-all-136-fbs-teams,20251007121103.0,20251007121103.0,True,postgame weekly table,False,"Wayback-frozen, but no market opener timestamp",False
2025,7,136,136,0,0,0,0,0,https://web.archive.org/web/20251015133706id_/https://www.espn.com/college-football/story/_/id/46128861/2025-college-football-sp%2B-rankings-all-136-fbs-teams,20251015133706.0,20251015133706.0,True,postgame weekly table,False,"Wayback-frozen, but no market opener timestamp",False
2025,8,136,136,0,0,0,0,0,https://web.archive.org/web/20251022033257id_/https://www.espn.com/college-football/story/_/id/46128861/2025-college-football-sp%2B-rankings-all-136-fbs-teams,20251022033257.0,20251022033257.0,True,postgame weekly table,False,"Wayback-frozen, but no market opener timestamp",False
2025,9,136,136,0,0,0,0,0,https://web.archive.org/web/20251028235754id_/https://www.espn.com/college-football/story/_/id/46128861/2025-college-football-sp%2B-rankings-all-136-fbs-teams,20251028235754.0,20251028235754.0,True,postgame weekly table,False,"Wayback-frozen, but no market opener timestamp",False
2025,10,136,136,0,0,0,0,0,https://web.archive.org/web/20251104130430id_/https://www.espn.com/college-football/story/_/id/46128861/2025-college-football-sp%2B-rankings-all-136-fbs-teams,20251104130430.0,20251104130430.0,True,postgame weekly table,False,"Wayback-frozen, but no market opener timestamp",False
2025,11,136,136,0,0,0,0,0,https://web.archive.org/web/20251111212906id_/https://www.espn.com/college-football/story/_/id/46128861/2025-college-football-sp%2B-rankings-all-136-fbs-teams,20251111212906.0,20251111212906.0,True,postgame weekly table,False,"Wayback-frozen, but no market opener timestamp",False
2025,12,136,136,0,0,0,0,0,https://web.archive.org/web/20251118194633id_/https://www.espn.com/college-football/story/_/id/46128861/2025-college-football-sp%2B-rankings-all-136-fbs-teams,20251118194633.0,20251118194633.0,True,postgame weekly table,False,"Wayback-frozen, but no market opener timestamp",False
2025,13,136,136,0,0,0,0,0,https://web.archive.org/web/20251125041948id_/https://www.espn.com/college-football/story/_/id/46128861/2025-college-football-sp%2B-rankings-all-136-fbs-teams,20251125041948.0,20251125041948.0,True,postgame weekly table,False,"Wayback-frozen, but no market opener timestamp",False
2025,14,136,136,0,0,0,0,0,https://web.archive.org/web/20251203183952id_/https://www.espn.com/college-football/story/_/id/46128861/2025-college-football-sp%2B-rankings-all-136-fbs-teams,20251203183952.0,20251203183952.0,True,postgame weekly table,False,"Wayback-frozen, but no market opener timestamp",False
2025,15,136,136,0,0,0,0,0,https://web.archive.org/web/20251210030926id_/https://www.espn.com/college-football/story/_/id/46128861/2025-college-football-sp%2B-rankings-all-136-fbs-teams,20251210030926.0,20251210030926.0,True,postgame weekly table,False,"Wayback-frozen, but no market opener timestamp",False
