season,week,date,game_id,continuity_team,continuity_opponent,conference_matchup_type,continuity_team_role,continuity_team_spread,offense_vs_defense_edge,defense_vs_offense_edge,combined_component_edge,component_profile,continuity_team_ats_result,continuity_team_ats_margin,continuity_team_clv,source_flipped,combined_rule
2023,1,2023-09-03T16:00:00.000Z,401520171,Rutgers,Northwestern,P4_vs_P4,Favorite,-6.1,7.0,26.0,33.0,balanced_both_5_plus,W,10.9,,False,both_5_plus
2023,1,2023-09-03T16:00:00.000Z,401520171,Rutgers,Northwestern,P4_vs_P4,Favorite,-6.1,7.0,26.0,33.0,balanced_both_5_plus,W,10.9,,False,defense_15_plus
2023,1,2023-09-03T16:00:00.000Z,401520171,Rutgers,Northwestern,P4_vs_P4,Favorite,-6.1,7.0,26.0,33.0,balanced_both_5_plus,W,10.9,,False,defense_15_plus_off_nonnegative
2023,1,2023-09-03T16:00:00.000Z,401520171,Rutgers,Northwestern,P4_vs_P4,Favorite,-6.1,7.0,26.0,33.0,balanced_both_5_plus,W,10.9,,False,defense_25_plus
2023,1,2023-09-03T16:00:00.000Z,401520171,Rutgers,Northwestern,P4_vs_P4,Favorite,-6.1,7.0,26.0,33.0,balanced_both_5_plus,W,10.9,,False,either_component_25_plus
2023,1,2023-09-02T16:00:00.000Z,401520172,Louisiana Tech,SMU,G6_vs_G6,Underdog,20.125,14.0,25.0,39.0,balanced_both_5_plus,L,-3.875,,False,both_positive
2023,1,2023-09-02T16:00:00.000Z,401520172,Louisiana Tech,SMU,G6_vs_G6,Underdog,20.125,14.0,25.0,39.0,balanced_both_5_plus,L,-3.875,,False,both_5_plus
2023,1,2023-09-02T16:00:00.000Z,401520172,Louisiana Tech,SMU,G6_vs_G6,Underdog,20.125,14.0,25.0,39.0,balanced_both_5_plus,L,-3.875,,False,defense_15_plus
2023,1,2023-09-02T16:00:00.000Z,401520172,Louisiana Tech,SMU,G6_vs_G6,Underdog,20.125,14.0,25.0,39.0,balanced_both_5_plus,L,-3.875,,False,defense_15_plus_off_nonnegative
2023,1,2023-09-02T16:00:00.000Z,401520172,Louisiana Tech,SMU,G6_vs_G6,Underdog,20.125,14.0,25.0,39.0,balanced_both_5_plus,L,-3.875,,False,defense_25_plus
2023,1,2023-09-02T16:00:00.000Z,401520172,Louisiana Tech,SMU,G6_vs_G6,Underdog,20.125,14.0,25.0,39.0,balanced_both_5_plus,L,-3.875,,False,either_component_25_plus
2023,1,2023-09-02T23:00:00.000Z,401520173,Texas A&M,New Mexico,P4_vs_G6,Favorite,-37.875,33.0,-1.0,32.0,offense_led_mixed,W,4.125,,False,offense_15_plus
2023,1,2023-09-02T23:00:00.000Z,401520173,Texas A&M,New Mexico,P4_vs_G6,Favorite,-37.875,33.0,-1.0,32.0,offense_led_mixed,W,4.125,,False,offense_25_plus
2023,1,2023-09-02T23:00:00.000Z,401520173,Texas A&M,New Mexico,P4_vs_G6,Favorite,-37.875,33.0,-1.0,32.0,offense_led_mixed,W,4.125,,False,either_component_25_plus
2023,1,2023-09-02T23:00:00.000Z,401520173,Texas A&M,New Mexico,P4_vs_G6,Favorite,-37.875,33.0,-1.0,32.0,offense_led_mixed,W,4.125,,False,offense_led_mixed
2023,1,2023-09-02T23:00:00.000Z,401520175,Army,UL Monroe,Other,Favorite,-8.375,-2.0,25.0,23.0,defense_led_mixed,L,-12.375,,False,defense_15_plus
2023,1,2023-09-02T23:00:00.000Z,401520175,Army,UL Monroe,Other,Favorite,-8.375,-2.0,25.0,23.0,defense_led_mixed,L,-12.375,,False,defense_25_plus
2023,1,2023-09-02T23:00:00.000Z,401520175,Army,UL Monroe,Other,Favorite,-8.375,-2.0,25.0,23.0,defense_led_mixed,L,-12.375,,False,either_component_25_plus
2023,1,2023-09-02T23:00:00.000Z,401520175,Army,UL Monroe,Other,Favorite,-8.375,-2.0,25.0,23.0,defense_led_mixed,L,-12.375,,False,defense_led_mixed
2023,1,2023-09-01T00:00:00.000Z,401520176,Utah,Florida,,Favorite,-6.3,30.0,14.0,44.0,balanced_both_5_plus,W,6.7,,False,both_positive
2023,1,2023-09-01T00:00:00.000Z,401520176,Utah,Florida,,Favorite,-6.3,30.0,14.0,44.0,balanced_both_5_plus,W,6.7,,False,both_5_plus
2023,1,2023-09-01T00:00:00.000Z,401520176,Utah,Florida,,Favorite,-6.3,30.0,14.0,44.0,balanced_both_5_plus,W,6.7,,False,offense_15_plus
2023,1,2023-09-01T00:00:00.000Z,401520176,Utah,Florida,,Favorite,-6.3,30.0,14.0,44.0,balanced_both_5_plus,W,6.7,,False,offense_15_plus_def_nonnegative
2023,1,2023-09-01T00:00:00.000Z,401520176,Utah,Florida,,Favorite,-6.3,30.0,14.0,44.0,balanced_both_5_plus,W,6.7,,False,offense_25_plus
2023,1,2023-09-01T00:00:00.000Z,401520176,Utah,Florida,,Favorite,-6.3,30.0,14.0,44.0,balanced_both_5_plus,W,6.7,,False,either_component_25_plus
2023,1,2023-09-02T16:00:00.000Z,401520179,Tennessee,Virginia,P4_vs_P4,Favorite,-27.7,-7.0,29.0,22.0,defense_led_mixed,W,8.3,,False,defense_15_plus
2023,1,2023-09-02T16:00:00.000Z,401520179,Tennessee,Virginia,P4_vs_P4,Favorite,-27.7,-7.0,29.0,22.0,defense_led_mixed,W,8.3,,False,defense_25_plus
2023,1,2023-09-02T16:00:00.000Z,401520179,Tennessee,Virginia,P4_vs_P4,Favorite,-27.7,-7.0,29.0,22.0,defense_led_mixed,W,8.3,,False,either_component_25_plus
2023,1,2023-09-02T16:00:00.000Z,401520179,Tennessee,Virginia,P4_vs_P4,Favorite,-27.7,-7.0,29.0,22.0,defense_led_mixed,W,8.3,,False,defense_led_mixed
2023,1,2023-09-02T19:30:00.000Z,401520180,Wisconsin,Buffalo,P4_vs_G6,Favorite,-27.0,26.0,11.0,37.0,balanced_both_5_plus,L,-6.0,,False,both_positive
2023,1,2023-09-02T19:30:00.000Z,401520180,Wisconsin,Buffalo,P4_vs_G6,Favorite,-27.0,26.0,11.0,37.0,balanced_both_5_plus,L,-6.0,,False,both_5_plus
2023,1,2023-09-02T19:30:00.000Z,401520180,Wisconsin,Buffalo,P4_vs_G6,Favorite,-27.0,26.0,11.0,37.0,balanced_both_5_plus,L,-6.0,,False,offense_15_plus
2023,1,2023-09-02T19:30:00.000Z,401520180,Wisconsin,Buffalo,P4_vs_G6,Favorite,-27.0,26.0,11.0,37.0,balanced_both_5_plus,L,-6.0,,False,offense_15_plus_def_nonnegative
2023,1,2023-09-02T19:30:00.000Z,401520180,Wisconsin,Buffalo,P4_vs_G6,Favorite,-27.0,26.0,11.0,37.0,balanced_both_5_plus,L,-6.0,,False,offense_25_plus
2023,1,2023-09-02T19:30:00.000Z,401520180,Wisconsin,Buffalo,P4_vs_G6,Favorite,-27.0,26.0,11.0,37.0,balanced_both_5_plus,L,-6.0,,False,either_component_25_plus
2023,1,2023-09-03T23:30:00.000Z,401520182,Florida State,LSU,P4_vs_P4,Underdog,2.2,20.0,13.0,33.0,balanced_both_5_plus,W,23.2,,False,both_positive
2023,1,2023-09-03T23:30:00.000Z,401520182,Florida State,LSU,P4_vs_P4,Underdog,2.2,20.0,13.0,33.0,balanced_both_5_plus,W,23.2,,False,both_5_plus
2023,1,2023-09-03T23:30:00.000Z,401520182,Florida State,LSU,P4_vs_P4,Underdog,2.2,20.0,13.0,33.0,balanced_both_5_plus,W,23.2,,False,offense_15_plus
2023,1,2023-09-03T23:30:00.000Z,401520182,Florida State,LSU,P4_vs_P4,Underdog,2.2,20.0,13.0,33.0,balanced_both_5_plus,W,23.2,,False,offense_15_plus_def_nonnegative
2023,2,2023-09-09T23:00:00.000Z,401520183,Texas,Alabama,P4_vs_P4,Underdog,7.166666666666667,47.0,20.0,67.0,balanced_both_5_plus,W,17.166666666666668,,False,both_positive
2023,2,2023-09-09T23:00:00.000Z,401520183,Texas,Alabama,P4_vs_P4,Underdog,7.166666666666667,47.0,20.0,67.0,balanced_both_5_plus,W,17.166666666666668,,False,both_5_plus
2023,2,2023-09-09T23:00:00.000Z,401520183,Texas,Alabama,P4_vs_P4,Underdog,7.166666666666667,47.0,20.0,67.0,balanced_both_5_plus,W,17.166666666666668,,False,offense_15_plus
2023,2,2023-09-09T23:00:00.000Z,401520183,Texas,Alabama,P4_vs_P4,Underdog,7.166666666666667,47.0,20.0,67.0,balanced_both_5_plus,W,17.166666666666668,,False,defense_15_plus
2023,2,2023-09-09T23:00:00.000Z,401520183,Texas,Alabama,P4_vs_P4,Underdog,7.166666666666667,47.0,20.0,67.0,balanced_both_5_plus,W,17.166666666666668,,False,offense_15_plus_def_nonnegative
2023,2,2023-09-09T23:00:00.000Z,401520183,Texas,Alabama,P4_vs_P4,Underdog,7.166666666666667,47.0,20.0,67.0,balanced_both_5_plus,W,17.166666666666668,,False,defense_15_plus_off_nonnegative
2023,2,2023-09-09T23:00:00.000Z,401520183,Texas,Alabama,P4_vs_P4,Underdog,7.166666666666667,47.0,20.0,67.0,balanced_both_5_plus,W,17.166666666666668,,False,offense_25_plus
2023,2,2023-09-09T23:00:00.000Z,401520183,Texas,Alabama,P4_vs_P4,Underdog,7.166666666666667,47.0,20.0,67.0,balanced_both_5_plus,W,17.166666666666668,,False,either_component_25_plus
2023,2,2023-09-09T23:00:00.000Z,401520183,Texas,Alabama,P4_vs_P4,Underdog,7.166666666666667,47.0,20.0,67.0,balanced_both_5_plus,W,17.166666666666668,,False,both_15_plus
2023,2,2023-09-09T23:00:00.000Z,401520187,Coastal Carolina,Jacksonville State,G6_vs_G6,Favorite,-13.666666666666666,15.0,3.0,18.0,offense_15_plus_def_nonnegative,W,0.3333333333333339,,False,both_positive
2023,2,2023-09-09T23:00:00.000Z,401520187,Coastal Carolina,Jacksonville State,G6_vs_G6,Favorite,-13.666666666666666,15.0,3.0,18.0,offense_15_plus_def_nonnegative,W,0.3333333333333339,,False,offense_15_plus
2023,2,2023-09-09T23:00:00.000Z,401520187,Coastal Carolina,Jacksonville State,G6_vs_G6,Favorite,-13.666666666666666,15.0,3.0,18.0,offense_15_plus_def_nonnegative,W,0.3333333333333339,,False,offense_15_plus_def_nonnegative
2023,2,2023-09-09T16:00:00.000Z,401520188,Nebraska,Colorado,,Underdog,2.8333333333333335,15.0,9.0,24.0,balanced_both_5_plus,L,-19.166666666666668,,False,both_positive
2023,2,2023-09-09T16:00:00.000Z,401520188,Nebraska,Colorado,,Underdog,2.8333333333333335,15.0,9.0,24.0,balanced_both_5_plus,L,-19.166666666666668,,False,both_5_plus
2023,2,2023-09-09T16:00:00.000Z,401520188,Nebraska,Colorado,,Underdog,2.8333333333333335,15.0,9.0,24.0,balanced_both_5_plus,L,-19.166666666666668,,False,offense_15_plus
2023,2,2023-09-09T16:00:00.000Z,401520188,Nebraska,Colorado,,Underdog,2.8333333333333335,15.0,9.0,24.0,balanced_both_5_plus,L,-19.166666666666668,,False,offense_15_plus_def_nonnegative
2023,2,2023-09-08T23:30:00.000Z,401520195,Kansas,Illinois,P4_vs_P4,Favorite,-3.6666666666666665,29.0,16.0,45.0,balanced_both_5_plus,W,7.333333333333334,,False,both_positive
2023,2,2023-09-08T23:30:00.000Z,401520195,Kansas,Illinois,P4_vs_P4,Favorite,-3.6666666666666665,29.0,16.0,45.0,balanced_both_5_plus,W,7.333333333333334,,False,both_5_plus
2023,2,2023-09-08T23:30:00.000Z,401520195,Kansas,Illinois,P4_vs_P4,Favorite,-3.6666666666666665,29.0,16.0,45.0,balanced_both_5_plus,W,7.333333333333334,,False,offense_15_plus
2023,2,2023-09-08T23:30:00.000Z,401520195,Kansas,Illinois,P4_vs_P4,Favorite,-3.6666666666666665,29.0,16.0,45.0,balanced_both_5_plus,W,7.333333333333334,,False,defense_15_plus
2023,2,2023-09-08T23:30:00.000Z,401520195,Kansas,Illinois,P4_vs_P4,Favorite,-3.6666666666666665,29.0,16.0,45.0,balanced_both_5_plus,W,7.333333333333334,,False,offense_15_plus_def_nonnegative
2023,2,2023-09-08T23:30:00.000Z,401520195,Kansas,Illinois,P4_vs_P4,Favorite,-3.6666666666666665,29.0,16.0,45.0,balanced_both_5_plus,W,7.333333333333334,,False,defense_15_plus_off_nonnegative
2023,2,2023-09-08T23:30:00.000Z,401520195,Kansas,Illinois,P4_vs_P4,Favorite,-3.6666666666666665,29.0,16.0,45.0,balanced_both_5_plus,W,7.333333333333334,,False,offense_25_plus
2023,2,2023-09-08T23:30:00.000Z,401520195,Kansas,Illinois,P4_vs_P4,Favorite,-3.6666666666666665,29.0,16.0,45.0,balanced_both_5_plus,W,7.333333333333334,,False,either_component_25_plus
2023,2,2023-09-08T23:30:00.000Z,401520195,Kansas,Illinois,P4_vs_P4,Favorite,-3.6666666666666665,29.0,16.0,45.0,balanced_both_5_plus,W,7.333333333333334,,False,both_15_plus
2023,2,2023-09-09T22:00:00.000Z,401520198,New Mexico State,Liberty,G6_vs_G6,Underdog,9.333333333333334,30.0,-12.0,18.0,offense_led_mixed,L,-6.666666666666666,,True,offense_15_plus
2023,2,2023-09-09T22:00:00.000Z,401520198,New Mexico State,Liberty,G6_vs_G6,Underdog,9.333333333333334,30.0,-12.0,18.0,offense_led_mixed,L,-6.666666666666666,,True,offense_25_plus
2023,2,2023-09-09T22:00:00.000Z,401520198,New Mexico State,Liberty,G6_vs_G6,Underdog,9.333333333333334,30.0,-12.0,18.0,offense_led_mixed,L,-6.666666666666666,,True,either_component_25_plus
2023,2,2023-09-09T22:00:00.000Z,401520198,New Mexico State,Liberty,G6_vs_G6,Underdog,9.333333333333334,30.0,-12.0,18.0,offense_led_mixed,L,-6.666666666666666,,True,offense_led_mixed
2023,2,2023-09-09T23:30:00.000Z,401520200,Maryland,Charlotte,P4_vs_G6,Favorite,-24.5,16.0,11.0,27.0,balanced_both_5_plus,L,-6.5,,False,both_positive
2023,2,2023-09-09T23:30:00.000Z,401520200,Maryland,Charlotte,P4_vs_G6,Favorite,-24.5,16.0,11.0,27.0,balanced_both_5_plus,L,-6.5,,False,both_5_plus
2023,2,2023-09-09T23:30:00.000Z,401520200,Maryland,Charlotte,P4_vs_G6,Favorite,-24.5,16.0,11.0,27.0,balanced_both_5_plus,L,-6.5,,False,offense_15_plus
2023,2,2023-09-09T23:30:00.000Z,401520200,Maryland,Charlotte,P4_vs_G6,Favorite,-24.5,16.0,11.0,27.0,balanced_both_5_plus,L,-6.5,,False,offense_15_plus_def_nonnegative
2023,2,2023-09-09T19:30:00.000Z,401520201,Texas A&M,Miami,P4_vs_P4,Favorite,-2.8333333333333335,5.0,15.0,20.0,balanced_both_5_plus,L,-17.833333333333332,,False,both_positive
2023,2,2023-09-09T19:30:00.000Z,401520201,Texas A&M,Miami,P4_vs_P4,Favorite,-2.8333333333333335,5.0,15.0,20.0,balanced_both_5_plus,L,-17.833333333333332,,False,both_5_plus
2023,2,2023-09-09T19:30:00.000Z,401520201,Texas A&M,Miami,P4_vs_P4,Favorite,-2.8333333333333335,5.0,15.0,20.0,balanced_both_5_plus,L,-17.833333333333332,,False,defense_15_plus
2023,2,2023-09-09T19:30:00.000Z,401520201,Texas A&M,Miami,P4_vs_P4,Favorite,-2.8333333333333335,5.0,15.0,20.0,balanced_both_5_plus,L,-17.833333333333332,,False,defense_15_plus_off_nonnegative
2023,2,2023-09-09T19:30:00.000Z,401520202,Michigan,UNLV,P4_vs_G6,Favorite,-37.833333333333336,18.0,7.0,25.0,balanced_both_5_plus,L,-9.833333333333336,,False,both_positive
2023,2,2023-09-09T19:30:00.000Z,401520202,Michigan,UNLV,P4_vs_G6,Favorite,-37.833333333333336,18.0,7.0,25.0,balanced_both_5_plus,L,-9.833333333333336,,False,both_5_plus
2023,2,2023-09-09T19:30:00.000Z,401520202,Michigan,UNLV,P4_vs_G6,Favorite,-37.833333333333336,18.0,7.0,25.0,balanced_both_5_plus,L,-9.833333333333336,,False,offense_15_plus
2023,2,2023-09-09T19:30:00.000Z,401520202,Michigan,UNLV,P4_vs_G6,Favorite,-37.833333333333336,18.0,7.0,25.0,balanced_both_5_plus,L,-9.833333333333336,,False,offense_15_plus_def_nonnegative
2023,2,2023-09-09T23:30:00.000Z,401520204,Eastern Michigan,Minnesota,G6_vs_P4,Underdog,19.666666666666668,-10.0,20.0,10.0,defense_led_mixed,W,0.6666666666666679,,False,defense_15_plus
2023,2,2023-09-09T23:30:00.000Z,401520204,Eastern Michigan,Minnesota,G6_vs_P4,Underdog,19.666666666666668,-10.0,20.0,10.0,defense_led_mixed,W,0.6666666666666679,,False,defense_led_mixed
2023,2,2023-09-09T23:00:00.000Z,401520206,Missouri,Middle Tennessee,P4_vs_G6,Favorite,-21.0,-9.0,28.0,19.0,defense_led_mixed,L,-17.0,,False,defense_15_plus
2023,2,2023-09-09T23:00:00.000Z,401520206,Missouri,Middle Tennessee,P4_vs_G6,Favorite,-21.0,-9.0,28.0,19.0,defense_led_mixed,L,-17.0,,False,defense_25_plus
2023,2,2023-09-09T23:00:00.000Z,401520206,Missouri,Middle Tennessee,P4_vs_G6,Favorite,-21.0,-9.0,28.0,19.0,defense_led_mixed,L,-17.0,,False,either_component_25_plus
2023,2,2023-09-09T23:00:00.000Z,401520206,Missouri,Middle Tennessee,P4_vs_G6,Favorite,-21.0,-9.0,28.0,19.0,defense_led_mixed,L,-17.0,,False,defense_led_mixed
2023,2,2023-09-09T19:30:00.000Z,401520207,UTEP,Northwestern,G6_vs_P4,Underdog,1.0,1.0,17.0,18.0,defense_15_plus_off_nonnegative,L,-30.0,,False,both_positive
2023,2,2023-09-09T19:30:00.000Z,401520207,UTEP,Northwestern,G6_vs_P4,Underdog,1.0,1.0,17.0,18.0,defense_15_plus_off_nonnegative,L,-30.0,,False,defense_15_plus
2023,2,2023-09-09T19:30:00.000Z,401520207,UTEP,Northwestern,G6_vs_P4,Underdog,1.0,1.0,17.0,18.0,defense_15_plus_off_nonnegative,L,-30.0,,False,defense_15_plus_off_nonnegative
2023,2,2023-09-10T00:00:00.000Z,401520211,Sam Houston,Air Force,G6_vs_G6,Underdog,13.166666666666666,-2.0,28.0,26.0,defense_led_mixed,W,3.166666666666666,,False,defense_15_plus
2023,2,2023-09-10T00:00:00.000Z,401520211,Sam Houston,Air Force,G6_vs_G6,Underdog,13.166666666666666,-2.0,28.0,26.0,defense_led_mixed,W,3.166666666666666,,False,defense_25_plus
2023,2,2023-09-10T00:00:00.000Z,401520211,Sam Houston,Air Force,G6_vs_G6,Underdog,13.166666666666666,-2.0,28.0,26.0,defense_led_mixed,W,3.166666666666666,,False,either_component_25_plus
2023,2,2023-09-10T00:00:00.000Z,401520211,Sam Houston,Air Force,G6_vs_G6,Underdog,13.166666666666666,-2.0,28.0,26.0,defense_led_mixed,W,3.166666666666666,,False,defense_led_mixed
2023,2,2023-09-09T15:00:00.000Z,401520216,Vanderbilt,Wake Forest,P4_vs_P4,Underdog,9.666666666666666,14.0,10.0,24.0,balanced_both_5_plus,L,-6.333333333333334,,False,both_positive
2023,2,2023-09-09T15:00:00.000Z,401520216,Vanderbilt,Wake Forest,P4_vs_P4,Underdog,9.666666666666666,14.0,10.0,24.0,balanced_both_5_plus,L,-6.333333333333334,,False,both_5_plus
2023,2,2023-09-09T23:30:00.000Z,401520217,Wisconsin,Washington State,,Favorite,-5.333333333333333,25.0,-5.0,20.0,offense_led_mixed,L,-14.333333333333332,,False,offense_15_plus
2023,2,2023-09-09T23:30:00.000Z,401520217,Wisconsin,Washington State,,Favorite,-5.333333333333333,25.0,-5.0,20.0,offense_led_mixed,L,-14.333333333333332,,False,offense_25_plus
2023,2,2023-09-09T23:30:00.000Z,401520217,Wisconsin,Washington State,,Favorite,-5.333333333333333,25.0,-5.0,20.0,offense_led_mixed,L,-14.333333333333332,,False,either_component_25_plus
2023,2,2023-09-09T23:30:00.000Z,401520217,Wisconsin,Washington State,,Favorite,-5.333333333333333,25.0,-5.0,20.0,offense_led_mixed,L,-14.333333333333332,,False,offense_led_mixed
2023,3,2023-09-17T03:00:00.000Z,401520219,UTEP,Arizona,,Underdog,18.25,25.0,-9.0,16.0,offense_led_mixed,L,-2.75,,False,offense_15_plus
2023,3,2023-09-17T03:00:00.000Z,401520219,UTEP,Arizona,,Underdog,18.25,25.0,-9.0,16.0,offense_led_mixed,L,-2.75,,False,offense_25_plus
2023,3,2023-09-17T03:00:00.000Z,401520219,UTEP,Arizona,,Underdog,18.25,25.0,-9.0,16.0,offense_led_mixed,L,-2.75,,False,either_component_25_plus
