flag,reason,game_id,cfbd_game_id,week,date,away_team,home_team,neutral_site,away_power,home_power,stored_home_hfa,hfa_used,stored_projected_margin_home,expected_margin_home,projection_diff_pts,stored_projected_spread,expected_projected_spread,market_spread,projected_total,market_total
OK,,g71,401858433,1,2026-09-05,Boise State,Oregon,False,5.809185,27.491685,2.5,2.6,24.2825,24.282500000000002,-3.552713678800501e-15,Oregon -24.3,Oregon -24.3,Oregon -24.5,53.0,53.5
OK,,g73,401858207,1,2026-09-05,Miami-OH,Pittsburgh,False,-7.033315,8.079185,1.9,2.6,17.7125,17.712500000000002,-3.552713678800501e-15,Pittsburgh -17.7,Pittsburgh -17.7,Pittsburgh -15.5,48.2,50.5
OK,,g134,,2,2026-09-12,Georgia State,Kennesaw State,False,-19.380815,-11.038315,2.5,2.6,10.9425,10.942499999999997,3.552713678800501e-15,Kennesaw State -10.9,Kennesaw State -10.9,,54.9,
OK,,g157,401856783,2,2026-09-12,Texas Tech,Oregon State,False,21.814185,-8.280815,3.5,2.6,-27.495,-27.494999999999997,-3.552713678800501e-15,Texas Tech -27.5,Texas Tech -27.5,,49.85,
OK,,g178,401856684,2,2026-09-12,Delaware,Vanderbilt,False,-10.825815,9.899185,0.9,2.6,23.325,23.325000000000003,-3.552713678800501e-15,Vanderbilt -23.3,Vanderbilt -23.3,,57.8,
OK,,g191,401856793,3,2026-09-19,Northern Illinois,Arizona,False,-18.268315,8.899185,2.7,2.6,29.7675,29.767500000000002,-3.552713678800501e-15,Arizona -29.8,Arizona -29.8,,48.95,
OK,,g192,401856686,3,2026-09-19,Georgia,Arkansas,False,26.196685,5.084185,2.4,2.6,-18.5125,-18.512499999999996,-3.552713678800501e-15,Georgia -18.5,Georgia -18.5,Georgia -13.5,57.45,55.5
OK,,g223,401856689,3,2026-09-19,Troy,Missouri,False,-7.210815,13.661685,2.5,2.6,23.4725,23.472500000000004,-3.552713678800501e-15,Missouri -23.5,Missouri -23.5,,51.25,
OK,,g227,401858453,3,2026-09-19,Michigan State,Notre Dame,False,0.509185,27.304185,3.2,2.6,29.395,29.395000000000003,-3.552713678800501e-15,Notre Dame -29.4,Notre Dame -29.4,,53.7,
OK,,g229,401856690,3,2026-09-19,New Mexico,Oklahoma,False,-1.640815,19.381685,3.3,2.6,23.6225,23.622500000000002,-3.552713678800501e-15,Oklahoma -23.6,Oklahoma -23.6,,49.0,
OK,,g232,401856688,3,2026-09-19,LSU,Ole Miss,False,19.904185,18.556685,2.4,2.6,1.2525,1.2525000000000035,-3.552713678800501e-15,Ole Miss -1.3,Ole Miss -1.3,Ole Miss -2.5,49.85,57.5
OK,,g246,401856799,3,2026-09-19,Arkansas State,TCU,False,-9.583315,8.459185,2.2,2.6,20.6425,20.642500000000002,-3.552713678800501e-15,TCU -20.6,TCU -20.6,,54.6,
OK,,g249,401856694,3,2026-09-19,Kentucky,Texas A&M,False,6.099185,20.716685,2.5,2.6,17.2175,17.217499999999998,3.552713678800501e-15,Texas A&M -17.2,Texas A&M -17.2,,50.1,
OK,,g260,401858460,3,2026-09-19,Eastern Michigan,Wisconsin,False,-14.605815,5.811685,2.0,2.6,23.0175,23.017500000000002,-3.552713678800501e-15,Wisconsin -23,Wisconsin -23,,44.85,
OK,,g282,401860891,4,2026-09-26,Rice,Fresno State,False,-14.488315,-0.750815,2.7,2.6,16.3375,16.337500000000002,-3.552713678800501e-15,Fresno State -16.3,Fresno State -16.3,,46.35,
OK,,g305,401858465,4,2026-09-26,Illinois,Ohio State,False,8.264185,30.496685,3.0,2.6,24.8325,24.832500000000003,-3.552713678800501e-15,Ohio State -24.8,Ohio State -24.8,,51.8,
OK,,g311,401858241,4,2026-09-26,Missouri State,SMU,False,-16.748315,12.461685,3.4,2.6,31.81,31.810000000000002,-3.552713678800501e-15,SMU -31.8,SMU -31.8,,52.1,
OK,,g347,401856821,5,2026-10-03,Texas Tech,Colorado,False,21.814185,1.444185,2.6,2.6,-17.77,-17.769999999999996,-3.552713678800501e-15,Texas Tech -17.8,Texas Tech -17.8,,51.75,
OK,,g360,401856807,5,2026-10-03,Middle Tennessee,Kansas,False,-20.503315,4.109185,2.4,2.6,27.2125,27.212500000000002,-3.552713678800501e-15,Kansas -27.2,Kansas -27.2,,54.25,
OK,,g384,401856711,5,2026-10-03,Arkansas,Texas A&M,False,5.084185,20.716685,2.5,2.6,18.2325,18.232499999999998,3.552713678800501e-15,Texas A&M -18.2,Texas A&M -18.2,,58.7,
OK,,g398,401856826,6,2026-10-09,Iowa State,BYU,False,-0.225815,14.511685,2.1,2.6,17.3375,17.337500000000002,-3.552713678800501e-15,BYU -17.3,BYU -17.3,,48.35,
OK,,g432,401858484,6,2026-10-10,UCLA,Oregon,False,5.196685,27.491685,2.5,2.6,24.895,24.895000000000003,-3.552713678800501e-15,Oregon -24.9,Oregon -24.9,,53.1,
OK,,g470,401856719,7,2026-10-17,Auburn,Georgia,False,12.364185,26.196685,1.8,2.6,16.4325,16.432499999999997,3.552713678800501e-15,Georgia -16.4,Georgia -16.4,,48.7,
OK,,g493,401862806,7,2026-10-17,Kent State,South Florida,False,-19.920815,-1.820815,2.6,2.6,20.7,20.700000000000003,-3.552713678800501e-15,South Florida -20.7,South Florida -20.7,,54.5,
OK,,g522,,8,2026-10-24,Georgia State,Arkansas State,False,-19.380815,-9.583315,2.9,2.6,12.3975,12.397499999999997,3.552713678800501e-15,Arkansas State -12.4,Arkansas State -12.4,,57.2,
OK,,g528,401856840,8,2026-10-24,Texas Tech,Cincinnati,False,21.814185,3.066685,2.1,2.6,-16.1475,-16.147499999999997,-3.552713678800501e-15,Texas Tech -16.1,Texas Tech -16.1,,53.65,
OK,,g534,401858495,8,2026-10-24,Oregon,Illinois,False,27.491685,8.264185,1.5,2.6,-16.6275,-16.627499999999998,-3.552713678800501e-15,Oregon -16.6,Oregon -16.6,,53.75,
OK,,g567,,9,2026-10-27,Sam Houston,Missouri State,False,-22.368315,-16.748315,2.5,2.6,8.22,8.219999999999997,3.552713678800501e-15,Missouri State -8.2,Missouri State -8.2,,52.85,
OK,,g574,401862813,9,2026-10-30,Tulane,Charlotte,False,-1.873315,-22.515815,1.7,2.6,-18.0425,-18.042499999999997,-3.552713678800501e-15,Tulane -18,Tulane -18,,51.6,
OK,,g589,401858501,9,2026-10-31,Minnesota,Indiana,False,4.966685,25.559185,1.9,2.6,23.1925,23.192500000000003,-3.552713678800501e-15,Indiana -23.2,Indiana -23.2,,47.85,
OK,,g611,401862816,9,2026-10-31,UAB,South Florida,False,-17.018315,-1.820815,2.6,2.6,17.7975,17.797500000000003,-3.552713678800501e-15,South Florida -17.8,South Florida -17.8,,57.9,
OK,,g616,401858508,9,2026-10-31,Nevada,UCLA,False,-13.638315,5.196685,1.7,2.6,21.435,21.435000000000002,-3.552713678800501e-15,UCLA -21.4,UCLA -21.4,,50.15,
OK,,g618,401864530,9,2026-10-31,Northern Illinois,UNLV,False,-18.268315,0.971685,2.1,2.6,21.84,21.840000000000003,-3.552713678800501e-15,UNLV -21.8,UNLV -21.8,,52.6,
OK,,g629,,10,2026-11-05,James Madison,Southern Miss,False,-1.608315,-16.623315,2.1,2.6,-12.415,-12.415000000000003,3.552713678800501e-15,James Madison -12.4,James Madison -12.4,,53.65,
OK,,g654,401858511,10,2026-11-07,Michigan State,Michigan,False,0.509185,17.504185,2.9,2.6,19.595,19.595000000000002,-3.552713678800501e-15,Michigan -19.6,Michigan -19.6,,50.8,
OK,,g691,401866463,11,2026-11-11,Massachusetts,Toledo,False,-25.953315,-7.410815,2.6,2.6,21.1425,21.142500000000002,-3.552713678800501e-15,Toledo -21.1,Toledo -21.1,,47.15,
OK,,g762,401858302,12,2026-11-20,Virginia Tech,Miami-FL,False,8.726685,22.834185,1.7,2.6,16.7075,16.707500000000003,-3.552713678800501e-15,Miami-FL -16.7,Miami-FL -16.7,,50.35,
OK,,g799,401864543,12,2026-11-21,Northern Illinois,North Dakota State,False,-18.268315,-4.023315,2.5,2.6,16.845,16.845000000000002,-3.552713678800501e-15,North Dakota State -16.8,North Dakota State -16.8,,47.9,
OK,,g800,401858307,12,2026-11-21,SMU,Notre Dame,False,12.461685,27.304185,3.2,2.6,17.4425,17.442500000000003,-3.552713678800501e-15,Notre Dame -17.4,Notre Dame -17.4,,53.7,
OK,,g812,401856755,12,2026-11-21,Arkansas,Texas,False,5.084185,26.081685,3.0,2.6,23.5975,23.597500000000004,-3.552713678800501e-15,Texas -23.6,Texas -23.6,,57.65,
OK,,g818,401858534,12,2026-11-21,Maryland,USC,False,3.031685,18.636685,2.4,2.6,18.205,18.205000000000002,-3.552713678800501e-15,USC -18.2,USC -18.2,,53.5,
OK,,g842,401862842,13,2026-11-28,Navy,Charlotte,False,0.406685,-22.515815,1.7,2.6,-20.3225,-20.322499999999998,-3.552713678800501e-15,Navy -20.3,Navy -20.3,,53.7,
OK,,g855,401858538,13,2026-11-28,Purdue,Indiana,False,-1.838315,25.559185,1.9,2.6,29.9975,29.997500000000002,-3.552713678800501e-15,Indiana -30,Indiana -30,,51.05,
OK,,g861,401858311,13,2026-11-28,Boston College,Miami-FL,False,-3.585815,22.834185,1.7,2.6,29.02,29.020000000000003,-3.552713678800501e-15,Miami-FL -29,Miami-FL -29,,50.45,
OK,,g873,401858541,13,2026-11-28,Washington,Oregon,False,13.781685,27.491685,2.5,2.6,16.31,16.310000000000002,-3.552713678800501e-15,Oregon -16.3,Oregon -16.3,,51.65,
OK,,g285,401864511,4,2026-09-26,Northern Illinois,Georgia State,False,-18.268315,-19.380815,1.7,2.6,1.4875,1.487500000000003,-2.886579864025407e-15,Georgia State -1.5,Georgia State -1.5,,52.0,
OK,,g519,401856727,8,2026-10-24,Texas A&M,Alabama,False,20.716685,19.916685,3.2,2.6,1.8,1.800000000000003,-2.886579864025407e-15,Alabama -1.8,Alabama -1.8,,48.95,
OK,,g801,401856752,12,2026-11-21,Texas A&M,Oklahoma,False,20.716685,19.381685,3.3,2.6,1.265,1.2650000000000028,-2.886579864025407e-15,Oklahoma -1.3,Oklahoma -1.3,,50.15,
OK,,g345,401858249,5,2026-10-03,Miami-FL,Clemson,False,22.834185,12.639185,2.5,2.6,-7.595,-7.595000000000002,2.6645352591003757e-15,Miami-FL -7.6,Miami-FL -7.6,,47.3,
OK,,g401,401856712,6,2026-10-10,Georgia,Alabama,False,26.196685,19.916685,3.2,2.6,-3.68,-3.6799999999999975,-2.6645352591003757e-15,Georgia -3.7,Georgia -3.7,,47.7,
OK,,g444,401856718,6,2026-10-10,Ole Miss,Vanderbilt,False,18.556685,9.899185,0.9,2.6,-6.0575,-6.057500000000003,2.6645352591003757e-15,Ole Miss -6.1,Ole Miss -6.1,,56.1,
OK,,g523,401856728,8,2026-10-24,LSU,Auburn,False,19.904185,12.364185,2.6,2.6,-4.94,-4.939999999999998,-2.6645352591003757e-15,LSU -4.9,LSU -4.9,,45.45,
OK,,g652,401856740,10,2026-11-07,Alabama,LSU,False,19.916685,19.904185,3.9,2.6,2.5875,2.5874999999999972,2.6645352591003757e-15,LSU -2.6,LSU -2.6,,44.45,
OK,,g667,401856741,10,2026-11-07,Georgia,Ole Miss,False,26.196685,18.556685,2.4,2.6,-5.04,-5.039999999999997,-2.6645352591003757e-15,Georgia -5,Georgia -5,,53.1,
OK,,g722,,11,2026-11-14,New Mexico State,Missouri State,False,-16.743315,-16.748315,2.5,2.6,2.595,2.5949999999999975,2.6645352591003757e-15,Missouri State -2.6,Missouri State -2.6,,51.0,
OK,,g279,401856699,4,2026-09-26,Ole Miss,Florida,False,18.556685,14.941685,2.5,2.6,-1.015,-1.015000000000002,1.9984014443252818e-15,Ole Miss -1,Ole Miss -1,,50.4,
OK,,g52,401856660,1,2026-09-05,Clemson,LSU,False,12.639185,19.904185,3.9,2.6,9.865,9.864999999999998,1.7763568394002505e-15,LSU -9.9,LSU -9.9,LSU -11.5,45.75,50.5
OK,,g98,401856661,1,2026-09-06,Louisville,Ole Miss,True,11.189185,18.556685,2.4,0.0,7.3675,7.3675000000000015,-1.7763568394002505e-15,Ole Miss -7.4,Ole Miss -7.4,Ole Miss -6.5,52.5,55.5
OK,,g120,401864571,2,2026-09-12,Appalachian State,East Carolina,False,-11.408315,-2.610815,1.9,2.6,11.3975,11.397499999999999,1.7763568394002505e-15,East Carolina -11.4,East Carolina -11.4,,52.5,
OK,,g127,401864578,2,2026-09-12,New Mexico State,Hawaii,False,-16.743315,-4.600815,2.1,2.6,14.7425,14.742499999999998,1.7763568394002505e-15,Hawaii -14.7,Hawaii -14.7,,52.75,
OK,,g131,401856788,2,2026-09-12,Iowa State,Iowa,False,-0.225815,12.776685,2.4,2.6,15.6025,15.602500000000001,-1.7763568394002505e-15,Iowa -15.6,Iowa -15.6,Iowa -12.5,46.45,41.5
OK,,g136,401856674,2,2026-09-12,Alabama,Kentucky,False,19.916685,6.099185,2.7,2.6,-11.2175,-11.217500000000001,1.7763568394002505e-15,Alabama -11.2,Alabama -11.2,,45.05,
OK,,g161,401862707,2,2026-09-12,Tulsa,Sam Houston,False,-8.913315,-22.368315,2.5,2.6,-10.855,-10.854999999999999,-1.7763568394002505e-15,Tulsa -10.9,Tulsa -10.9,,54.65,
OK,,g187,401856811,3,2026-09-18,Houston,Texas Tech,False,9.189185,21.814185,3.2,2.6,15.225,15.224999999999998,1.7763568394002505e-15,Texas Tech -15.2,Texas Tech -15.2,Texas Tech -12.5,53.2,53.5
OK,,g189,401856685,3,2026-09-19,Florida State,Alabama,False,8.889185,19.916685,3.2,2.6,13.6275,13.627500000000001,-1.7763568394002505e-15,Alabama -13.6,Alabama -13.6,Alabama -15.5,47.1,
OK,,g201,401858229,3,2026-09-19,North Carolina,Clemson,False,2.866685,12.639185,2.5,2.6,12.3725,12.372499999999999,1.7763568394002505e-15,Clemson -12.4,Clemson -12.4,,46.05,
OK,,g203,,3,2026-09-19,Coastal Carolina,Delaware,False,-13.545815,-10.825815,2.5,2.6,5.32,5.3199999999999985,1.7763568394002505e-15,Delaware -5.3,Delaware -5.3,,56.8,
OK,,g205,401862771,3,2026-09-19,Florida International,Florida Atlantic,False,-13.748315,-8.270815,1.8,2.6,8.0775,8.077499999999999,1.7763568394002505e-15,Florida Atlantic -8.1,Florida Atlantic -8.1,,59.3,
OK,,g224,,3,2026-09-19,Marshall,Missouri State,False,-7.870815,-16.748315,2.5,2.6,-6.2775,-6.277500000000002,1.7763568394002505e-15,Marshall -6.3,Marshall -6.3,,57.65,
OK,,g237,401858457,3,2026-09-19,USC,Rutgers,False,18.636685,1.309185,2.1,2.6,-14.7275,-14.727500000000001,1.7763568394002505e-15,USC -14.7,USC -14.7,,58.65,
OK,,g238,401864507,3,2026-09-19,North Dakota State,Sacramento State,False,-4.023315,-18.270815,2.5,2.6,-11.6475,-11.647499999999999,-1.7763568394002505e-15,North Dakota State -11.6,North Dakota State -11.6,,51.6,
OK,,g241,401860888,3,2026-09-19,Fresno State,San Jose State,False,-0.750815,-15.120815,2.5,2.6,-11.77,-11.770000000000001,1.7763568394002505e-15,Fresno State -11.8,Fresno State -11.8,,47.85,
OK,,g256,401856695,3,2026-09-19,NC State,Vanderbilt,False,5.036685,9.899185,0.9,2.6,7.4625,7.462499999999999,1.7763568394002505e-15,Vanderbilt -7.5,Vanderbilt -7.5,,56.75,
OK,,g263,401862778,4,2026-09-25,Navy,UAB,False,0.406685,-17.018315,3.8,2.6,-14.825,-14.825000000000001,1.7763568394002505e-15,Navy -14.8,Navy -14.8,,56.45,
OK,,g265,401856696,4,2026-09-26,South Carolina,Alabama,False,12.736685,19.916685,3.2,2.6,9.78,9.780000000000001,-1.7763568394002505e-15,Alabama -9.8,Alabama -9.8,,46.1,
OK,,g271,401862785,4,2026-09-26,South Florida,Bowling Green,False,-1.820815,-15.138315,1.5,2.6,-10.7175,-10.717500000000001,1.7763568394002505e-15,South Florida -10.7,South Florida -10.7,,50.35,
OK,,g283,401856700,4,2026-09-26,Oklahoma,Georgia,False,19.381685,26.196685,1.8,2.6,9.415,9.414999999999997,1.7763568394002505e-15,Georgia -9.4,Georgia -9.4,,48.9,
OK,,g289,401866425,4,2026-09-26,Ball State,Kent State,False,-22.278315,-19.920815,2.1,2.6,4.9575,4.957499999999998,1.7763568394002505e-15,Kent State -5,Kent State -5,,50.15,
OK,,g307,401858466,4,2026-09-26,Wisconsin,Penn State,False,5.811685,15.419185,3.4,2.6,12.2075,12.207500000000001,-1.7763568394002505e-15,Penn State -12.2,Penn State -12.2,,45.65,
OK,,g323,401860896,4,2026-09-26,Colorado State,UTSA,False,-10.543315,-2.263315,2.0,2.6,10.88,10.879999999999999,1.7763568394002505e-15,UTSA -10.9,UTSA -10.9,,53.25,
OK,,g327,401856804,4,2026-09-26,Arizona,Washington State,False,8.899185,-3.653315,3.3,2.6,-9.9525,-9.952499999999999,-1.7763568394002505e-15,Arizona -10,Arizona -10,,48.65,
OK,,g330,401860897,4,2026-09-26,Boise State,Western Michigan,False,5.809185,-6.103315,2.5,2.6,-9.3125,-9.312500000000002,1.7763568394002505e-15,Boise State -9.3,Boise State -9.3,,48.75,
OK,,g353,,5,2026-10-03,Old Dominion,Georgia State,False,-4.468315,-19.380815,1.7,2.6,-12.3125,-12.312499999999998,-1.7763568394002505e-15,Old Dominion -12.3,Old Dominion -12.3,,51.95,
OK,,g356,401858472,5,2026-10-03,Purdue,Illinois,False,-1.838315,8.264185,1.5,2.6,12.7025,12.702499999999999,1.7763568394002505e-15,Illinois -12.7,Illinois -12.7,,52.7,
OK,,g361,401866434,5,2026-10-03,Ohio,Kent State,False,-11.000815,-19.920815,2.1,2.6,-6.32,-6.320000000000002,1.7763568394002505e-15,Ohio -6.3,Ohio -6.3,,45.45,
OK,,g368,401856707,5,2026-10-03,Alabama,Mississippi State,False,19.916685,5.199185,2.6,2.6,-12.1175,-12.117500000000001,1.7763568394002505e-15,Alabama -12.1,Alabama -12.1,,50.35,
OK,,g380,401856709,5,2026-10-03,Kentucky,South Carolina,False,6.099185,12.736685,2.3,2.6,9.2375,9.237499999999999,1.7763568394002505e-15,South Carolina -9.2,South Carolina -9.2,,47.25,
OK,,g383,401856710,5,2026-10-03,Auburn,Tennessee,False,12.364185,15.986685,2.3,2.6,6.2225,6.222499999999998,1.7763568394002505e-15,Tennessee -6.2,Tennessee -6.2,,53.8,
OK,,g391,,6,2026-10-06,Southern Miss,Troy,False,-16.623315,-7.210815,1.7,2.6,12.0125,12.012500000000001,-1.7763568394002505e-15,Troy -12,Troy -12,,54.5,
OK,,g397,,6,2026-10-08,Missouri State,Western Kentucky,False,-16.748315,-6.748315,2.8,2.6,12.6,12.600000000000001,-1.7763568394002505e-15,Western Kentucky -12.6,Western Kentucky -12.6,,53.9,
OK,,g406,401866436,6,2026-10-10,Sacramento State,Bowling Green,False,-18.270815,-15.138315,1.5,2.6,5.7325,5.732499999999998,1.7763568394002505e-15,Bowling Green -5.7,Bowling Green -5.7,,48.05,
OK,,g414,401856715,6,2026-10-10,LSU,Kentucky,False,19.904185,6.099185,2.7,2.6,-11.205,-11.204999999999998,-1.7763568394002505e-15,LSU -11.2,LSU -11.2,,45.6,
OK,,g416,,6,2026-10-10,Coastal Carolina,Marshall,False,-13.545815,-7.870815,1.3,2.6,8.275,8.274999999999999,1.7763568394002505e-15,Marshall -8.3,Marshall -8.3,,59.6,
OK,,g420,401856716,6,2026-10-10,Texas A&M,Missouri,False,20.716685,13.661685,2.5,2.6,-4.455,-4.454999999999998,-1.7763568394002505e-15,Texas A&M -4.5,Texas A&M -4.5,,51.55,
OK,,g423,401858481,6,2026-10-10,Indiana,Nebraska,False,25.559185,8.131685,1.5,2.6,-14.8275,-14.827500000000002,1.7763568394002505e-15,Indiana -14.8,Indiana -14.8,,50.8,
OK,,g425,401864516,6,2026-10-10,Air Force,Northern Illinois,False,-5.203315,-18.268315,1.1,2.6,-10.465,-10.465000000000002,1.7763568394002505e-15,Air Force -10.5,Air Force -10.5,,49.3,
OK,,g433,401860902,6,2026-10-10,San Diego State,Oregon State,False,-0.143315,-8.280815,3.5,2.6,-5.5375,-5.537500000000001,1.7763568394002505e-15,San Diego State -5.5,San Diego State -5.5,,47.75,
OK,,g439,401866437,6,2026-10-10,Buffalo,Toledo,False,-14.100815,-7.410815,2.6,2.6,9.29,9.290000000000001,-1.7763568394002505e-15,Toledo -9.3,Toledo -9.3,,44.2,
OK,,g442,401856827,6,2026-10-10,Kansas,Utah,False,4.109185,11.559185,3.3,2.6,10.05,10.049999999999999,1.7763568394002505e-15,Utah -10.1,Utah -10,,54.5,
OK,,g447,401856823,6,2026-10-10,Arizona,West Virginia,False,8.899185,2.211685,3.4,2.6,-4.0875,-4.087499999999999,-1.7763568394002505e-15,Arizona -4.1,Arizona -4.1,,52.1,
OK,,g453,,7,2026-10-15,Georgia Southern,Old Dominion,False,-10.300815,-4.468315,1.7,2.6,8.4325,8.432500000000001,-1.7763568394002505e-15,Old Dominion -8.4,Old Dominion -8.4,,50.4,
OK,,g454,401862800,7,2026-10-15,East Carolina,UAB,False,-2.610815,-17.018315,3.8,2.6,-11.8075,-11.807500000000001,1.7763568394002505e-15,East Carolina -11.8,East Carolina -11.8,,54.2,
OK,,g461,401858267,7,2026-10-17,Pittsburgh,Boston College,False,8.079185,-3.585815,1.9,2.6,-9.065,-9.065000000000001,1.7763568394002505e-15,Pittsburgh -9.1,Pittsburgh -9.1,,53.4,
OK,,g462,401866441,7,2026-10-17,Ball State,Bowling Green,False,-22.278315,-15.138315,1.5,2.6,9.74,9.739999999999998,1.7763568394002505e-15,Bowling Green -9.7,Bowling Green -9.7,,46.0,
OK,,g463,401866442,7,2026-10-17,Massachusetts,Buffalo,False,-25.953315,-14.100815,2.8,2.6,14.4525,14.452499999999999,1.7763568394002505e-15,Buffalo -14.5,Buffalo -14.5,,46.75,
OK,,g497,401862803,7,2026-10-17,Charlotte,Temple,False,-22.515815,-9.243315,2.9,2.6,15.8725,15.872499999999999,1.7763568394002505e-15,Temple -15.9,Temple -15.9,,56.1,
OK,,g532,401862809,8,2026-10-24,Rice,Florida Atlantic,False,-14.488315,-8.270815,1.8,2.6,8.8175,8.817499999999999,1.7763568394002505e-15,Florida Atlantic -8.8,Florida Atlantic -8.8,,55.65,
OK,,g533,401858273,8,2026-10-24,Boston College,Georgia Tech,False,-3.585815,5.461685,1.4,2.6,11.6475,11.647499999999999,1.7763568394002505e-15,Georgia Tech -11.6,Georgia Tech -11.6,,52.5,
OK,,g542,401856730,8,2026-10-24,Oklahoma,Mississippi State,False,19.381685,5.199185,2.6,2.6,-11.5825,-11.582500000000001,1.7763568394002505e-15,Oklahoma -11.6,Oklahoma -11.6,,51.55,
OK,,g543,401862810,8,2026-10-24,North Texas,Navy,False,-9.053315,0.406685,2.6,2.6,12.06,12.059999999999999,1.7763568394002505e-15,Navy -12.1,Navy -12.1,,56.75,
OK,,g551,401858270,8,2026-10-24,California,SMU,False,2.529185,12.461685,3.4,2.6,12.5325,12.532499999999999,1.7763568394002505e-15,SMU -12.5,SMU -12.5,,53.5,
OK,,g553,,8,2026-10-24,Louisiana,Southern Miss,False,-9.138315,-16.623315,2.1,2.6,-4.885,-4.885000000000002,1.7763568394002505e-15,Louisiana -4.9,Louisiana -4.9,,57.35,
OK,,g556,401856732,8,2026-10-24,Ole Miss,Texas,False,18.556685,26.081685,3.0,2.6,10.125,10.124999999999998,1.7763568394002505e-15,Texas -10.1,Texas -10.1,,53.3,
OK,,g575,401866451,9,2026-10-30,Kent State,Sacramento State,False,-19.920815,-18.270815,2.5,2.6,4.25,4.250000000000002,-1.7763568394002505e-15,Sacramento State -4.2,Sacramento State -4.3,,52.2,
OK,,g586,401856734,9,2026-10-31,Florida,Georgia,True,14.941685,26.196685,1.8,0.0,11.255,11.254999999999999,1.7763568394002505e-15,Georgia -11.3,Georgia -11.3,,48.8,
OK,,g590,401858502,9,2026-10-31,Wisconsin,Iowa,False,5.811685,12.776685,2.4,2.6,9.565,9.565000000000001,-1.7763568394002505e-15,Iowa -9.6,Iowa -9.6,,43.35,
OK,,g601,401856736,9,2026-10-31,South Carolina,Oklahoma,False,12.736685,19.381685,3.3,2.6,9.245,9.245000000000001,-1.7763568394002505e-15,Oklahoma -9.2,Oklahoma -9.2,,47.3,
OK,,g615,401856842,9,2026-10-31,Arizona,Texas Tech,False,8.899185,21.814185,3.2,2.6,15.515,15.514999999999999,1.7763568394002505e-15,Texas Tech -15.5,Texas Tech -15.5,,52.3,
OK,,g632,,10,2026-11-07,Georgia State,Appalachian State,False,-19.380815,-11.408315,1.8,2.6,10.5725,10.572499999999998,1.7763568394002505e-15,Appalachian State -10.6,Appalachian State -10.6,,56.6,
OK,,g641,401858292,10,2026-11-07,North Carolina,Connecticut,False,2.866685,-11.530815,1.9,2.6,-11.7975,-11.797500000000001,1.7763568394002505e-15,North Carolina -11.8,North Carolina -11.8,,49.0,
OK,,g643,,10,2026-11-07,Missouri State,Florida International,False,-16.748315,-13.748315,1.8,2.6,5.6,5.600000000000001,-1.7763568394002505e-15,Florida International -5.6,Florida International -5.6,,54.05,
OK,,g655,,10,2026-11-07,Western Kentucky,Middle Tennessee,False,-6.748315,-20.503315,3.2,2.6,-11.155,-11.155000000000001,1.7763568394002505e-15,Western Kentucky -11.2,Western Kentucky -11.2,,54.9,
