snapshot_date,season,source,team,raw_team,rank,rating,off_rating,def_rating,sos,source_url,pulled_at,notes
2026-05-12,2026,Sagarin,Towson AA,Towson AA,190.0,46.35,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Maine AA,Maine AA,191.0,46.21,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Lindenwood AA,Lindenwood AA,192.0,46.15,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Central Arkansas AA,Central Arkansas AA,193.0,46.0,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Drake AA,Drake AA,194.0,45.71,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Richmond AA,Richmond AA,195.0,45.68,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Holy Cross AA,Holy Cross AA,196.0,45.38,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,San Diego AA,San Diego AA,197.0,45.36,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Nicholls State AA,Nicholls State AA,198.0,45.34,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Princeton AA,Princeton AA,199.0,45.23,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Brown AA,Brown AA,200.0,44.69,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Central Connecticut AA,Central Connecticut AA,201.0,44.57,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,McNeese State AA,McNeese State AA,202.0,44.55,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Chattanooga AA,Chattanooga AA,203.0,43.95,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Presbyterian College AA,Presbyterian College AA,204.0,43.87,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Duquesne AA,Duquesne AA,205.0,43.52,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,The Citadel AA,The Citadel AA,206.0,43.5,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Sam Houston State A,Sam Houston State A,207.0,43.48,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Indiana State AA,Indiana State AA,208.0,43.38,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Furman AA,Furman AA,209.0,43.14,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,SE Missouri State AA,SE Missouri State AA,210.0,42.86,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Sacred Heart AA,Sacred Heart AA,211.0,42.81,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Colgate AA,Colgate AA,212.0,42.52,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Delaware State AA,Delaware State AA,213.0,42.21,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Charleston Southern AA,Charleston Southern AA,214.0,42.2,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,LIU Post AA,LIU Post AA,215.0,41.61,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Northern Colorado AA,Northern Colorado AA,216.0,41.61,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Cornell AA,Cornell AA,217.0,41.47,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Dayton AA,Dayton AA,218.0,40.8,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Columbia AA,Columbia AA,219.0,40.63,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Murray State AA,Murray State AA,220.0,40.33,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,North Alabama AA,North Alabama AA,221.0,40.07,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Western Illinois AA,Western Illinois AA,222.0,39.68,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Campbell AA,Campbell AA,223.0,39.1,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Alcorn State AA,Alcorn State AA,224.0,38.98,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Utah Tech AA,Utah Tech AA,225.0,38.81,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Bethune-Cookman AA,Bethune-Cookman AA,226.0,38.79,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Mercyhurst AA,Mercyhurst AA,227.0,38.62,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,East Texas A&M AA,East Texas A&M AA,228.0,38.58,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Eastern Illinois AA,Eastern Illinois AA,229.0,38.38,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Texas Southern AA,Texas Southern AA,230.0,38.25,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Grambling State AA,Grambling State AA,231.0,37.83,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Merrimack AA,Merrimack AA,232.0,37.64,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Butler AA,Butler AA,233.0,37.61,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Morgan State AA,Morgan State AA,234.0,36.91,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Albany-NY AA,Albany-NY AA,235.0,36.72,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Portland State AA,Portland State AA,236.0,36.38,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Howard AA,Howard AA,237.0,36.27,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Samford AA,Samford AA,238.0,36.14,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Georgetown AA,Georgetown AA,239.0,35.94,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Bryant AA,Bryant AA,240.0,35.91,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Wagner AA,Wagner AA,241.0,35.81,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Massachusetts A,Massachusetts A,242.0,35.6,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Marist AA,Marist AA,243.0,35.52,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Bucknell AA,Bucknell AA,244.0,35.13,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Stonehill College AA,Stonehill College AA,245.0,34.56,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Tennessee State AA,Tennessee State AA,246.0,34.25,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Robert Morris AA,Robert Morris AA,247.0,34.2,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Florida A&M AA,Florida A&M AA,248.0,33.96,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Fordham AA,Fordham AA,249.0,33.9,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,New Haven AA,New Haven AA,250.0,33.69,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Morehead State AA,Morehead State AA,251.0,32.23,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Houston Christian AA,Houston Christian AA,252.0,32.06,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Alabama A&M AA,Alabama A&M AA,253.0,31.78,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Norfolk State AA,Norfolk State AA,254.0,30.74,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Southern U. AA,Southern U. AA,255.0,30.15,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Ark.-Pine Bluff AA,Ark.-Pine Bluff AA,256.0,29.53,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Hampton AA,Hampton AA,257.0,29.48,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Saint Francis-Pa. AA,Saint Francis-Pa. AA,258.0,29.28,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,NC A&T AA,NC A&T AA,259.0,28.35,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,VMI AA,VMI AA,260.0,26.74,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Northwestern State AA,Northwestern State AA,261.0,26.34,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Valparaiso AA,Valparaiso AA,262.0,26.25,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Miss. Valley State AA,Miss. Valley State AA,263.0,25.01,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Davidson AA,Davidson AA,264.0,24.06,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Stetson AA,Stetson AA,265.0,23.22,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,***UNRATED*** __,***UNRATED*** __,266.0,-91.0,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,SEC (A),SEC (A),1.0,81.1,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,I-A IND. (A),I-A IND. (A),2.0,79.78,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,BIG TEN (A),BIG TEN (A),3.0,78.35,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,ACC (A),ACC (A),4.0,74.83,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,BIG 12 (A),BIG 12 (A),5.0,73.82,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,AMERICAN ATHLETIC (A),AMERICAN ATHLETIC (A),6.0,65.51,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,PAC-12 (A),PAC-12 (A),7.0,64.96,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,MOUNTAIN WEST (A),MOUNTAIN WEST (A),8.0,63.54,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,SUN BELT EAST (A),SUN BELT EAST (A),9.0,61.32,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,SUN BELT WEST (A),SUN BELT WEST (A),10.0,59.21,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,MISSOURI VALLEY (AA)=,MISSOURI VALLEY (AA)=,11.0,58.62,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,CONF-USA (A),CONF-USA (A),12.0,56.43,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,MAC (A),MAC (A),13.0,56.25,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,BIG SKY (AA)=,BIG SKY (AA)=,14.0,52.81,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,WESTERN ATHLETIC (AA)=,WESTERN ATHLETIC (AA)=,15.0,51.32,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,IVY LEAGUE (AA)=,IVY LEAGUE (AA)=,16.0,47.32,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,SOUTHLAND (AA)=,SOUTHLAND (AA)=,17.0,46.26,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,SOUTHERN (AA)=,SOUTHERN (AA)=,18.0,45.3,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,COASTAL (AA)=,COASTAL (AA)=,19.0,45.23,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,BIG SOUTH/OVC (AA)=,BIG SOUTH/OVC (AA)=,20.0,43.48,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,PATRIOT (AA)=,PATRIOT (AA)=,21.0,42.85,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,MEAC (AA)=,MEAC (AA)=,22.0,40.54,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,SWAC-EAST (AA)=,SWAC-EAST (AA)=,23.0,38.28,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,NORTHEAST (AA)=,NORTHEAST (AA)=,24.0,37.83,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,SWAC-WEST (AA)=,SWAC-WEST (AA)=,25.0,37.17,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,PIONEER (AA)=,PIONEER (AA)=,26.0,37.11,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,___UNRATED___ (__)= -91.00,___UNRATED___ (__)= -91.00,27.0,-91.0,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,AMERICAN ATHLETIC (A),AMERICAN ATHLETIC (A),6.0,65.51,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,ACC (A),ACC (A),4.0,74.83,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,BIG TEN (A),BIG TEN (A),3.0,78.35,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,BIG 12 (A),BIG 12 (A),5.0,73.82,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,CONF-USA (A),CONF-USA (A),12.0,56.43,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,MAC (A),MAC (A),13.0,56.25,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,MOUNTAIN WEST (A),MOUNTAIN WEST (A),8.0,63.54,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,PAC-12 (A),PAC-12 (A),7.0,64.96,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,SEC (A),SEC (A),1.0,81.1,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,SUN BELT EAST (A),SUN BELT EAST (A),9.0,61.32,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,SUN BELT WEST (A),SUN BELT WEST (A),10.0,59.21,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,I-A IND. (A),I-A IND. (A),2.0,79.78,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,BIG SKY (AA)=,BIG SKY (AA)=,14.0,52.81,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,BIG SOUTH/OVC (AA)=,BIG SOUTH/OVC (AA)=,20.0,43.48,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,COASTAL (AA)=,COASTAL (AA)=,19.0,45.23,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,IVY LEAGUE (AA)=,IVY LEAGUE (AA)=,16.0,47.32,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,MEAC (AA)=,MEAC (AA)=,22.0,40.54,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,MISSOURI VALLEY (AA)=,MISSOURI VALLEY (AA)=,11.0,58.62,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,NORTHEAST (AA)=,NORTHEAST (AA)=,24.0,37.83,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,PATRIOT (AA)=,PATRIOT (AA)=,21.0,42.85,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,PIONEER (AA)=,PIONEER (AA)=,26.0,37.11,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,SOUTHERN (AA)=,SOUTHERN (AA)=,18.0,45.3,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,SOUTHLAND (AA)=,SOUTHLAND (AA)=,17.0,46.26,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,SWAC-EAST (AA)=,SWAC-EAST (AA)=,23.0,38.28,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,SWAC-WEST (AA)=,SWAC-WEST (AA)=,25.0,37.17,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,WESTERN ATHLETIC (AA)=,WESTERN ATHLETIC (AA)=,15.0,51.32,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,___UNRATED___ (__)= -91.00,___UNRATED___ (__)= -91.00,27.0,-91.0,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,South Florida A,South Florida A,35.0,77.58,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,North Texas A,North Texas A,44.0,75.44,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Tulane A,Tulane A,50.0,73.98,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,East Carolina A,East Carolina A,52.0,73.52,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Navy A,Navy A,59.0,72.43,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,UTSA A,UTSA A,64.0,71.18,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Memphis A,Memphis A,70.0,68.97,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Army West Point A,Army West Point A,72.0,68.76,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Temple A,Temple A,113.0,59.18,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Florida Atlantic A,Florida Atlantic A,129.0,56.53,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Tulsa A,Tulsa A,137.0,55.23,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,UAB A,UAB A,146.0,54.17,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Rice A,Rice A,164.0,50.52,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Charlotte A,Charlotte A,181.0,48.44,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Miami-Florida A,Miami-Florida A,5.0,93.02,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,SMU A,SMU A,19.0,83.0,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Louisville A,Louisville A,25.0,79.95,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Clemson A,Clemson A,26.0,79.32,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Virginia A,Virginia A,30.0,78.95,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,NC State A,NC State A,32.0,78.11,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Pittsburgh A,Pittsburgh A,33.0,77.68,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Georgia Tech A,Georgia Tech A,38.0,76.82,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
