pulled_at,source,source_url,item_title,item_url,raw_text,content_hash,relevance_score,keyword_hits,row_type
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,Kentucky,https://www.cfbdepth.com/kentucky/,Kentucky,a447c2039d41fdd3a02319ee4f2e3f9dae04d7ad3cd115bdb7248354b06372e2,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,LSU,https://www.cfbdepth.com/lsu/,LSU,e249e64623d3fd47214b4a2ffb4de2b35fb4522fa7c7d85c051f574662714745,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,Mississippi State,https://www.cfbdepth.com/mississippi-state/,Mississippi State,d98c81fcaec54aa318a851d506b72cec2cad102cc4767540d392eaf38bfc48cb,2,"miss,depth",
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,Missouri,https://www.cfbdepth.com/missouri/,Missouri,9cdf93444ad455f5aac102228ad3856ba8073ad5727c370983516a1503c9943a,2,"miss,depth",
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,Oklahoma,https://www.cfbdepth.com/oklahoma/,Oklahoma,d162bd56876585692bc406c44cc28a1c464717ab1fc8ee86c2a80f858afa2a26,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,Ole Miss,https://www.cfbdepth.com/olemiss/,Ole Miss,5de377d9b2d9a459ea015bd5834e54910416f1a59725aaaf4d27f4ec1f9732d2,2,"miss,depth",
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,South Carolina,https://www.cfbdepth.com/south-carolina/,South Carolina,42241244d643a4221f12664d1046f2e91837bf123e99132268761d6839ce0780,2,"out,depth",
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,Tennessee,https://www.cfbdepth.com/tennessee/,Tennessee,52f3b3bdfe7a06ccfa5ce4de2ef539e6a23a5c1883662ee2fcb5af5e805d94aa,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,Texas,https://www.cfbdepth.com/texas/,Texas,301a0cee498e6b6cc908b30956839fd7d8b933495cbcd506b26a80536448f438,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,Texas A&M,https://www.cfbdepth.com/texas-am/,Texas A&M,ab9035ff133b309b8fdf42040e193ee766aa38c7dd3b8243f086dce134039f9a,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,Vanderbilt,https://www.cfbdepth.com/vanderbilt/,Vanderbilt,71d630aeeb517c07d26010825f700d0306a38603bee38d4d2499370d6c015253,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,Big Ten,https://www.cfbdepth.com/category/big-ten/,Big Ten,507628dbf2ad253916917a9fa33903942a1413c7d8e0a6ec25a54aebd981c5e3,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,Illinois,https://www.cfbdepth.com/illinois/,Illinois,72a6250464d32c7c0379f53b7006ea7fbaa6e96256b642c3dbe308d8b852230f,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,Indiana,https://www.cfbdepth.com/indiana/,Indiana,21dab45990401fd4d488010d28e7439f9186211c940cc9419a02a00a429fd033,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,Iowa,https://www.cfbdepth.com/iowa/,Iowa,e14b58e9fedabeabe4f502a61e0b0749e879e99d6261b7604a3e75cd3c8c4b20,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,Maryland,https://www.cfbdepth.com/maryland/,Maryland,f3faaf5c75709cf5e27d8b704f157742ef7595b09c6356d17fb09dc5020695a3,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,Michigan,https://www.cfbdepth.com/michigan-football-depth-chart/,Michigan,86fa41745ffc6f6708721c453997767ebb8c1988dae8038f152ef8998b4f1464,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,Michigan State,https://www.cfbdepth.com/michigan-state/,Michigan State,c59290cd20b644acfc5c18456897a0d4222b733e0830744daa865b02812f2317,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,Minnesota,https://www.cfbdepth.com/minnesota/,Minnesota,ed8c78e7d555b29dfbbd287d83894a3795f72dce135a7e7882aa9f5fdf69bffe,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,Nebraska,https://www.cfbdepth.com/nebraska/,Nebraska,de6e98fa7cc1513ea8fa4c4ad72d09bf405be32576935e2acf39dbdea8bdf582,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,Northwestern,https://www.cfbdepth.com/northwestern/,Northwestern,169ac9838e8e22fd670016355ba48b982972e38f6887d1d315262ed080bf41e1,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,Ohio State,https://www.cfbdepth.com/osu/,Ohio State,720496c728bc67dbaa779c5a1f56864fb64715ca642b87e55e69495ca1a487a4,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,Oregon,https://www.cfbdepth.com/oregon/,Oregon,00c5b5a407589547b2b336f530a9ad0e97bc0779bc3e75432774cfc9b2410538,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,Penn State,https://www.cfbdepth.com/penn-state/,Penn State,628dfecfce5ffcec619f70f275b795c2d860c1771529c9314a59e68c720fdf9d,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,Purdue,https://www.cfbdepth.com/purdue/,Purdue,96186e56dd925e43c9cbd13013b8106d60a4d9411a34e5a25c866d89b344b398,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,Rutgers,https://www.cfbdepth.com/rutgers/,Rutgers,3a83e80d75768342cfe2b90151f884471c26c780abc007dea4bdd3b954453cbf,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,UCLA,https://www.cfbdepth.com/ucla/,UCLA,5b6f8387c084cb56387b6fd354d69f2f0f7977c366c93a7c2bb4c119aa800931,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,USC,https://www.cfbdepth.com/usc/,USC,32c9b50458487fde9c2f074f610f221ff1b00eb65bd8954787c51b0a0c3ed3a3,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,Washington,https://www.cfbdepth.com/washington/,Washington,98d81ae18766fc076bca355089966a7c0b25769b4fe3d8fe6c53a9b3280d2f3d,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,Wisconsin,https://www.cfbdepth.com/wisconsin/,Wisconsin,699fa4f4225898245d674ac61c608b074cbdf9f1fbe16bf13990f6bbe6c11414,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,Big 12,https://www.cfbdepth.com/category/big12/,Big 12,477aa77bfcc2acc6894728d9212173532cb7b8bec10b2ede3f61c612d2e2e78e,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,Arizona,https://www.cfbdepth.com/arizona/,Arizona,e5c6da9543e67d10a630228e0c44541a59e84cc5b901420a57843f3ea8d71ccd,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,Arizona State,https://www.cfbdepth.com/arizona-state/,Arizona State,af9e5e40f6b218de476070674aa57390310a080cd284d63186ebd8dc7c3c2607,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,Baylor,https://www.cfbdepth.com/baylor/,Baylor,9fccbaacdadc1228b721e80ec36c6b11a1f908dcbdcee324e4bd31109eb8080c,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,BYU,https://www.cfbdepth.com/byu/,BYU,f75a03f8c1c087ec7fa6f20f1bd2c275ca97d8ca3b289b1cf1578bca173a397a,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,Cincinnati,https://www.cfbdepth.com/cincinnati/,Cincinnati,9031656593be5b8481956db178f374a5fcd8adb31394872086224d4405b68c94,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,Colorado,https://www.cfbdepth.com/colorado/,Colorado,0496a3e616399a9cbd5b89c237c520ae52054cbd7c8592deff3bd44858710434,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,Houston,https://www.cfbdepth.com/houston/,Houston,4f6f4d0983ceea02ebce4e491caeaf07418ebf41f1aacef2bed45848fcf3ffab,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,Iowa State,https://www.cfbdepth.com/iowa-state/,Iowa State,b196cb0b7f404fab2187d872a3e02cc33a9b9cc28ab193f9961323b308f70c32,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,Kansas,https://www.cfbdepth.com/kansas/,Kansas,21b138127f7080521c5c72b714015e2401ba78d5ddafbf91aaa4de97ec090dbf,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,Kansas State,https://www.cfbdepth.com/k-state/,Kansas State,35394076e327b79ce2319e6b87f73ce515c174d9cdfd3ffd44811347a83b573a,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,Oklahoma State,https://www.cfbdepth.com/ok-state/,Oklahoma State,6c2a0c999bb92ddfa0f85cd67d17f0ff621b27a35c9dd4cb34396337e07ed8a6,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,TCU,https://www.cfbdepth.com/tcu/,TCU,5908af1d9a531defac1c4b786273b2ce8e494a32aa5e6189ea3a43c567ed45bd,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,Texas Tech,https://www.cfbdepth.com/texas-tech/,Texas Tech,d9161c4a59ef3fc102926ece2a71b0ab1fdde3c915117258a2b30397cf7c6e95,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,UCF,https://www.cfbdepth.com/ucf/,UCF,187ca96736ce3c0e1f67e8e2ef478e58aaec19c14a14da7fc8db2088f8926b66,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,Utah,https://www.cfbdepth.com/utah/,Utah,075924237b3fbb0ca51e29dec2393a9ab1bb1b61ef98a4ab2d3cf236bedcc614,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,West Virginia,https://www.cfbdepth.com/west-virginia/,West Virginia,a24ea17f83094c8f311d66f39b891f34ec324a6bb52fcd1bf8dd695834110925,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,ACC,https://www.cfbdepth.com/category/acc/,ACC,9d1028a103837deb6c05f3394f78cb0660ee497e882416ee31bc2be8189c19e2,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,Boston College,https://www.cfbdepth.com/bc/,Boston College,aa8c531189d731667a55aac86b6ebba76eff3ca09176211f6cebab824f596952,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,California,https://www.cfbdepth.com/cal/,California,39ec506d43149b3263bdaddf538c45f5084748c1eb25fb659db2a991924ed3f4,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,Duke,https://www.cfbdepth.com/duke/,Duke,bc4d525ec54258b67d5ce97b23f7236d30b2c00e0738678307b0566074d29f5b,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,Clemson,https://www.cfbdepth.com/clemson/,Clemson,9abc1f7d137afdc302b0e17f396df7df3d52d36780c44f9ff08c78849ea53aea,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,Florida State,https://www.cfbdepth.com/fsu/,Florida State,24239327ec228660a730efb99642543a57b893934df62c945f05aef2ca4f008c,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,Georgia Tech,https://www.cfbdepth.com/georgia-tech/,Georgia Tech,833a328f6657aa38830bbe1f02a2248ec18e6d9391ce954354cbe5d278733131,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,Louisville,https://www.cfbdepth.com/louisville/,Louisville,ea7297f5068a91a45ed85213f3b101a2d6af4f80a6c5fd4d5ee395d669a5bb2b,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,Miami (FL),https://www.cfbdepth.com/miami/,Miami (FL),5ebb3b8ca22889e72bc34242d836285874712b3c5d619186fb68c8e6f8cd2bb1,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,North Carolina,https://www.cfbdepth.com/unc/,North Carolina,85b6bc4a42a817337f82cf73f8f3db5392da88d6bcc7caeb74c836c1812587a8,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,NC State,https://www.cfbdepth.com/nc-state/,NC State,5ca46d37fbc222d62e30564e68e9b304e37b4031bcad673790b3f66c1173d66a,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,Pittsburgh,https://www.cfbdepth.com/pitt/,Pittsburgh,d63b946d245479f0beca2ebee32663d0669f85e05faf988813fc728de9858b14,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,SMU,https://www.cfbdepth.com/smu/,SMU,1e99185e3f09345f394c96db0805bc9e39c9e81294b4a4365f15425971893f00,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,Stanford,https://www.cfbdepth.com/stanford/,Stanford,b1db59f5f07ce01aa3448f6618b24d6ebd48e614cca1d812223564cdce34b34c,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,Syracuse,https://www.cfbdepth.com/syracuse/,Syracuse,dfade36cdcbe1494fb676797efef3e44036f41d481cbeece156f284983210f94,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,Virginia,https://www.cfbdepth.com/virginia/,Virginia,9ae20f17a157a9648cba003069bb5af412745e0026047c3071e261b049339c55,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,Virginia Tech,https://www.cfbdepth.com/virginia-tech/,Virginia Tech,12db7e54ba2963d9d90450f5399894689f3fffa43b5c428334e2e2db05d8da39,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,Wake Forest,https://www.cfbdepth.com/wake/,Wake Forest,8cfd958272632484c2311c9d728f42ee20c9dbf819d974827670be10187e2dbc,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,Pac 12,https://www.cfbdepth.com/category/pac12/,Pac 12,b1ec8e58f7aacaf9e30f8a439c4866646d5523a88740200cf08f5e0a389fa775,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,Oregon State,https://www.cfbdepth.com/oregon-state/,Oregon State,42fb0ea1f06a4bc9fea8bcf98036f458c0792a582758fcbf579e8429bbc8b756,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,Washington State,https://www.cfbdepth.com/wash-state/,Washington State,fe8b53602af12315ac0320cc5784f2e737be1c4390c81dd6e63fad966f7965d5,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,Independents,https://www.cfbdepth.com/category/independents/,Independents,ee9e86ca8c23b6f4511df95854cee4a0bd375d19638e687421946e983caf25c1,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,Connecticut,https://www.cfbdepth.com/uconn/,Connecticut,7c44c1e56296cd5947e3f47a9d8cccf1fde5b9a95241d46c74bc9d81b59a49dd,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,Notre Dame,https://www.cfbdepth.com/notre-dame/,Notre Dame,2ae71004a7b9d10c6c54847a014dc1a7870449a9d917927828c5971467f02b6a,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,AAC,https://www.cfbdepth.com/category/aac/,AAC,a59dabd1fb4442c7920fe06cac5959e2425ef7a89d2d5fd90c2c7fb5343be9ad,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,Army,https://www.cfbdepth.com/army/,Army,0b705dc335c07969ee6ad13d68eb95a2273d4648ca84b61eefffa58f4fbfa763,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,Charlotte,https://www.cfbdepth.com/charlotte/,Charlotte,3434ebf3d7674d4729da1688cc643d3365e3baf1fa57c99a4d3db540b3b48c2c,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,East Carolina,https://www.cfbdepth.com/ecu/,East Carolina,9274c4ecee0c37dc219247590ac3e5e5d76db4bb3389fb0a228fb2158e185bca,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,Florida Atlantic,https://www.cfbdepth.com/fau/,Florida Atlantic,ed817296fc154265b72bbb29110c3584094e6394d8c9b082c4984aedca973bca,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,Memphis,https://www.cfbdepth.com/memphis/,Memphis,8e5cf55916666cd60c16cc3a0f1a588aaa5fd16d26aef8227438b74a8ef84d20,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,Navy,https://www.cfbdepth.com/navy/,Navy,d702c02a537a181ad2caa15ae016775160ee7a6ea698148a75d75a49e7d5cf6b,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,North Texas,https://www.cfbdepth.com/unt/,North Texas,f4c10c6e1c6314486e73721b03b535037f2eaf14713695a9cbedd6c5a95e3b1a,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,Rice,https://www.cfbdepth.com/rice/,Rice,88390071c23534261c9360984ec80fc41e45aae14a53cd2be26473cc46ae0b10,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,Temple,https://www.cfbdepth.com/temple/,Temple,fa1b8767137b3734f5e51eaaa0eda421dd85d8d0e82ad7435e081677f3c68360,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,Tulane,https://www.cfbdepth.com/tulane/,Tulane,6e768aed4989d874a148d5de19fee5d7c1f726fa897b730ceb6edb86e7a17fbf,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,Tulsa,https://www.cfbdepth.com/tulsa/,Tulsa,56a7f5d0e719cbfd2427547c2f797083da7f57a4a64b951c4852a645c2e40754,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,UAB,https://www.cfbdepth.com/uab/,UAB,5fa61d6d83a605d31a36995e1a975746b3a04f5c4fe28c4b0a5fe1aba46c4c77,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,USF,https://www.cfbdepth.com/usf/,USF,b44156c1e16f3d46e4e006ba8e5e9fa0f54be0c71cceb2b0c532c20fcef05263,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,UTSA,https://www.cfbdepth.com/utsa/,UTSA,221e4a8aff608de5e62d27f86ed4bec2ac69e38a8299366a9bcd11f2824b9522,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,C-USA,https://www.cfbdepth.com/category/cusa/,C-USA,92b1953d1020a5ae18e3dec10b1ae89434bfe54ef10227fe2d73a7f378b2af8d,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,Delaware,https://www.cfbdepth.com/delaware-blue-hens/,Delaware,4fc31867af76d4759ee47f39f2829682ea49ef1dd4fd2634cbc92739c3057a2a,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,Florida International,https://www.cfbdepth.com/fiu/,Florida International,fffc3b2eaa328dba691a2d48010c8ebef4fd6295f92950fb0af12e2dc5938f9d,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,Jacksonville State,https://www.cfbdepth.com/jax-state/,Jacksonville State,31a7f90ee832ccb0a637f595bb068dc7a4d2aa08ccdab250329f4634951fe550,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,Kennesaw State,https://www.cfbdepth.com/kennesaw-state/,Kennesaw State,17d1cf3a55fc370949ec34a792e48e17996d0a7e552ca49ba16c16bc5942c12e,1,depth,
2026-06-20T15:33:08.301261+00:00,CFBDepth Latest Injury Status,https://www.cfbdepth.com/latest-injury-status/,Liberty,https://www.cfbdepth.com/liberty/,Liberty,d8dff6c22bce2f69ce80991d18de5c3b84247024769e40fdad0796f8b06c27ee,1,depth,
